drugbank_id	name	cas_num	type	disease	MeSHID
DB01242	Clomipramine	303-49-1	small molecule	trichotillomania	"MESH:D014256	OMIM:613229	BERN:260705601"
DB01242	Clomipramine	303-49-1	small molecule	onchophagia	CUI-less
DB01242	Clomipramine	303-49-1	small molecule	stuttering	"MESH:D013342	BERN:256002401"
DB01242	Clomipramine	303-49-1	small molecule	premature ejaculation	"MESH:D061686	BERN:106946701"
DB01242	Clomipramine	303-49-1	small molecule	premenstrual syndrome	"MESH:D011293	BERN:2007401"
DB01243	Chloroxine	773-76-2	small molecule	dandruff	"MESH:D063807	BERN:107453001"
DB01243	Chloroxine	773-76-2	small molecule	seborrheic dermatitis of the scalp	"MESH:D012628	BERN:107362901"
DB01244	Bepridil	64706-54-3	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01244	Bepridil	64706-54-3	small molecule	chronic stable angina	"MESH:D060050	BERN:267164701"
DB01246	Alimemazine	84-96-8	small molecule	allergic conditions	"MESH:D006967	BERN:260202601"
DB01246	Alimemazine	84-96-8	small molecule	pruritus	"MESH:D011537	BERN:262761601"
DB01246	Alimemazine	84-96-8	small molecule	itching	"MESH:D011537	BERN:262761601"
DB01246	Alimemazine	84-96-8	small molecule	urticaria	"MESH:D014581	BERN:256543901"
DB01246	Alimemazine	84-96-8	small molecule	allergic skin reactions	"MESH:D006967	BERN:258641601"
DB01247	Isocarboxazid	59-63-2	small molecule	depression	BERN:267406001
DB01247	Isocarboxazid	59-63-2	small molecule	depression	BERN:267406001
DB01247	Isocarboxazid	59-63-2	small molecule	mood disorder	"MESH:D019964	BERN:260023201"
DB01247	Isocarboxazid	59-63-2	small molecule	mood disorder	"MESH:D019964	BERN:260023201"
DB01247	Isocarboxazid	59-63-2	small molecule	depression	BERN:267406001
DB01248	Docetaxel	114977-28-5	small molecule	locally advanced or metastatic breast cancer	BERN:112287701
DB01248	Docetaxel	114977-28-5	small molecule	locally advanced or metastatic non-small cell lung cancer	"MESH:D002289	BERN:107402101"
DB01248	Docetaxel	114977-28-5	small molecule	metastatic prostate cancer	BERN:255758101
DB01248	Docetaxel	114977-28-5	small molecule	gastric adenocarinoma	"MESH:D018589	BERN:259755201"
DB01248	Docetaxel	114977-28-5	small molecule	head and neck cancer	"MESH:D006258	BERN:107539901"
DB01250	Olsalazine	15722-48-2	small molecule	inflammatory bowel disease	"MESH:D015212	OMIM:266600	BERN:256094401"
DB01250	Olsalazine	15722-48-2	small molecule	ulcerative colitis	"MESH:C536315	BERN:265713201"
DB01251	Gliquidone	33342-05-1	small molecule	diabetes mellitus type 2	"MESH:D003924	OMIM:125853	BERN:106906101"
DB01252	Mitiglinide	145375-43-5	small molecule	type 2 diabetes	"MESH:D003924	OMIM:125853	BERN:106906101"
DB01253	Ergometrine	60-79-7	small molecule	postpartum haemorrhage	"MESH:D006473	BERN:256441301"
DB01253	Ergometrine	60-79-7	small molecule	postabortion haemorrhage	BERN:254381201
DB01253	Ergometrine	60-79-7	small molecule	uterine atony	"MESH:D014593	BERN:107397401"
DB01254	Dasatinib	302962-49-8	small molecule	chronic myeloid leukemia	"OMIM:608232	MESH:D015464	BERN:107422801"
DB01254	Dasatinib	302962-49-8	small molecule	philadelphia chromosome-positive acute lymphoblastic leukemia	"OMIM:613065	MESH:D054198	BERN:107405101"
DB01255	Lisdexamfetamine	608137-32-2	small molecule	attention-deficit/hyperactivity disorder	"MESH:D008575	BERN:107482201"
DB01255	Lisdexamfetamine	608137-32-2	small molecule	adhd	"MESH:D001289	OMIM:143465	BERN:121379901"
DB01255	Lisdexamfetamine	608137-32-2	small molecule	binge eating disorder	"MESH:D052018	OMIM:607499	BERN:259051301"
DB01255	Lisdexamfetamine	608137-32-2	small molecule	weight	"MESH:D001724	BERN:267245801"
DB01255	Lisdexamfetamine	608137-32-2	small molecule	obesity	"OMIM:601665	MESH:D009765	BERN:261400701"
DB01256	Retapamulin	224452-66-8	small molecule	impetigo	"MESH:D007169	BERN:107485401"
DB01257	Eculizumab	219685-50-4	biotech	paroxysmal nocturnal hemoglobinuria	"OMIM:300818	MESH:D006457	BERN:107270901"
DB01257	Eculizumab	219685-50-4	biotech	pnh	"OMIM:300818	MESH:D006457	BERN:107270901"
DB01257	Eculizumab	219685-50-4	biotech	hemolysis	BERN:258719501
DB01257	Eculizumab	219685-50-4	biotech	atypical	BERN:257730401
DB01257	Eculizumab	219685-50-4	biotech	hemolytic uremic syndrome	"MESH:D006463	BERN:106994601"
DB01257	Eculizumab	219685-50-4	biotech	complement-mediated thrombotic microangiopathy	"MESH:D011697	OMIM:274150	BERN:106910501"
DB01257	Eculizumab	219685-50-4	biotech	neuromyelitis optica spectrum disorder	"MESH:D009471	BERN:106993801"
DB01257	Eculizumab	219685-50-4	biotech	nmosd	CUI-less
DB01259	Lapatinib	231277-92-2	small molecule	advanced or metastatic breast cancer	BERN:259355301
DB01259	Lapatinib	231277-92-2	small molecule	tumors	BERN:256225101
DB01260	Desonide	638-94-8	small molecule	pruritic	"MESH:D011536	BERN:107472801"
DB01260	Desonide	638-94-8	small molecule	corticosteroid responsive dermatose	BERN:256896301
DB01261	Sitagliptin	486460-32-6	small molecule	type 2 diabetes mellitus	"MESH:D003924	OMIM:125853	BERN:106906101"
DB01262	Decitabine	2353-33-5	small molecule	myelodysplastic syndromes	"MESH:D009190	BERN:106990001"
DB01262	Decitabine	2353-33-5	small molecule	mds	BERN:255974401
DB01262	Decitabine	2353-33-5	small molecule	mds	BERN:255974401
DB01262	Decitabine	2353-33-5	small molecule	anemia	"MESH:D000740	BERN:254431001"
DB01262	Decitabine	2353-33-5	small molecule	anemia	"MESH:D000740	BERN:254431001"
DB01262	Decitabine	2353-33-5	small molecule	anemia	"MESH:D000740	BERN:254431001"
DB01262	Decitabine	2353-33-5	small molecule	anemia	"MESH:D000740	BERN:254431001"
DB01262	Decitabine	2353-33-5	small molecule	chronic myelomonocytic leukemia	"MESH:D015477	BERN:107419501"
DB01263	Posaconazole	171228-49-2	small molecule	graft-versus-host disease	"MESH:D006086	BERN:254245401"
DB01263	Posaconazole	171228-49-2	small molecule	gvhd	"MESH:D006086	BERN:254245401"
DB01263	Posaconazole	171228-49-2	small molecule	hematologic malignancies	"MESH:D019337	BERN:107491601"
DB01263	Posaconazole	171228-49-2	small molecule	neutropenia	"MESH:D009503	BERN:260236401"
DB01263	Posaconazole	171228-49-2	small molecule	oropharyngeal candidiasis	BERN:259720001
DB01263	Posaconazole	171228-49-2	small molecule	oropharyngeal candidiasis	BERN:259720001
DB01263	Posaconazole	171228-49-2	small molecule	invasive aspergillosis	BERN:261072901
DB01263	Posaconazole	171228-49-2	small molecule	zygomycosis	"MESH:D020096	BERN:107479801"
DB01264	Darunavir	206361-99-1	small molecule	human immunodeficiency virus	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01264	Darunavir	206361-99-1	small molecule	hiv	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01264	Darunavir	206361-99-1	small molecule	hiv-1 infection	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01265	Telbivudine	3424-98-4	small molecule	chronic hepatitis b	"MESH:D019694	BERN:107509901"
DB01266	Sinecatechins	188265-33-0	small molecule	external genital and perianal warts	BERN:255178701
DB01266	Sinecatechins	188265-33-0	small molecule	condylomata acuminata	BERN:255178701
DB01267	Paliperidone	144598-75-4	small molecule	schizophrenia	"OMIM:181500	MESH:D012559	BERN:260079301"
DB01268	Sunitinib	557795-19-4	small molecule	advanced renal cell carcinoma	"OMIM:144700	MESH:D002292	BERN:107395701"
DB01268	Sunitinib	557795-19-4	small molecule	gastrointestinal stromal tumor	"OMIM:606764	MESH:D046152	BERN:106981501"
DB01269	Panitumumab	339177-26-3	biotech	metastatic colorectal carcinoma	BERN:254201101
DB01270	Ranibizumab	347396-82-1	biotech	macular edema	"OMIM:153880	MESH:D008269	BERN:106980501"
DB01270	Ranibizumab	347396-82-1	biotech	macular degeneration	"MESH:D008268	BERN:106987801"
DB01270	Ranibizumab	347396-82-1	biotech	diabetic macular edema	BERN:260874301
DB01271	Idursulfase	50936-59-9	biotech	hunter syndrome	"MESH:D016532	OMIM:309900	BERN:107520301"
DB01272	Alglucosidase alfa	420784-05-0	biotech	pompe disease	"MESH:D006009	OMIM:232300	BERN:107457501"
DB01272	Alglucosidase alfa	420784-05-0	biotech	gaa deficiency	"MESH:D006009	OMIM:232300	BERN:107457501"
DB01274	Arformoterol	67346-49-0	small molecule	bronchoconstriction	CUI-less
DB01274	Arformoterol	67346-49-0	small molecule	chronic obstructive pulmonary disease	"OMIM:606963	MESH:D029424	BERN:107376801"
DB01274	Arformoterol	67346-49-0	small molecule	copd	"OMIM:606963	MESH:D029424	BERN:107376801"
DB01274	Arformoterol	67346-49-0	small molecule	chronic bronchitis	BERN:107515001
DB01274	Arformoterol	67346-49-0	small molecule	emphysema	"MESH:D004646	BERN:256367301"
DB01275	Hydralazine	86-54-4	small molecule	essential hypertension	BERN:256651301
DB01275	Hydralazine	86-54-4	small molecule	heart failure	BERN:259728501
DB01276	Exenatide	141758-74-9	biotech	type 2 diabetes mellitus	"MESH:D003924	OMIM:125853	BERN:106906101"
DB01277	Mecasermin	68562-41-4	biotech	igfd	CUI-less
DB01277	Mecasermin	68562-41-4	biotech	gh deficiency	BERN:256620501
DB01277	Mecasermin	68562-41-4	biotech	malnutrition	"MESH:D044342	BERN:106988901"
DB01277	Mecasermin	68562-41-4	biotech	hypothyroidism	"MESH:D007037	BERN:255548901"
DB01278	Pramlintide	151126-32-8	small molecule	type 1 and type 2 diabetes mellitus	"MESH:D003924	OMIM:125853	BERN:106906101"
DB01279	Galsulfase	552858-79-4	biotech	mucopolysaccharidosis vi	"OMIM:253200	MESH:D009087	BERN:107527401"
DB01280	Nelarabine	121032-29-9	small molecule	acute t-cell lymphoblastic leukemia	"MESH:D054218	BERN:107442501"
DB01280	Nelarabine	121032-29-9	small molecule	t-cell lymphoblastic lymphoma	"MESH:D054218	BERN:107442501"
DB01281	Abatacept	332348-12-6	biotech	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB01281	Abatacept	332348-12-6	biotech	polyarticular juvenile idiopathic arthritis	BERN:257304801
DB01282	Carbetocin	37025-55-1	small molecule	postpartum hemorrhage	"MESH:D006473	BERN:256441301"
DB01283	Lumiracoxib	220991-20-8	small molecule	osteoarthritis of the knee	"MESH:D020370	BERN:107473501"
DB01284	Tetracosactide	16960-16-0	small molecule	adrenocortical insufficiency	BERN:259605001
DB01285	Corticotropin	12427-33-7	biotech	adrenocortical insufficiency	BERN:259605001
DB01288	Fenoterol	13392-18-2	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01289	Glisoxepide	25046-79-1	small molecule	diabetes mellitus type 2	"MESH:D003924	OMIM:125853	BERN:106906101"
DB01291	Pirbuterol	38677-81-5	small molecule	bronchospasm	"MESH:D001986	BERN:107363701"
DB01291	Pirbuterol	38677-81-5	small molecule	bronchospasm	"MESH:D001986	BERN:107363701"
DB01291	Pirbuterol	38677-81-5	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01294	Bismuth subsalicylate	14882-18-9	small molecule	nausea	"MESH:D009325	BERN:263161801"
DB01294	Bismuth subsalicylate	14882-18-9	small molecule	heartburn	"MESH:D006356	BERN:266229101"
DB01294	Bismuth subsalicylate	14882-18-9	small molecule	indigestion	"MESH:D004415	BERN:257044601"
DB01294	Bismuth subsalicylate	14882-18-9	small molecule	upset stomach	"MESH:D018589	BERN:259755201"
DB01294	Bismuth subsalicylate	14882-18-9	small molecule	diarrhea	"MESH:C565627	BERN:262553601"
DB01294	Bismuth subsalicylate	14882-18-9	small molecule	discomforts of the stomach and gastrointestinal tract	"MESH:D006471	BERN:255443001"
DB01295	Bevantolol	59170-23-9	small molecule	angina pectoris	BERN:260953701
DB01295	Bevantolol	59170-23-9	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01296	Glucosamine	3416-24-8	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB01297	Practolol	6673-35-4	small molecule	cardiac arrhythmias	"OMIM:115000	MESH:D001145	BERN:256349801"
DB01298	Sulfacytine	17784-12-2	small molecule	acute	"MESH:D000208	BERN:259462001"
DB01298	Sulfacytine	17784-12-2	small molecule	urinary tract infections	"MESH:D014552	BERN:106986701"
DB01299	Sulfadoxine	2447-57-6	small molecule	malaria	BERN:254771901
DB01299	Sulfadoxine	2447-57-6	small molecule	plasmodium falciparum malaria	"MESH:D016778	BERN:107391301"
DB01303	Oxtriphylline	4499-40-5	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01303	Oxtriphylline	4499-40-5	small molecule	bronchitis	"MESH:D001991	BERN:254440001"
DB01303	Oxtriphylline	4499-40-5	small molecule	copd	"OMIM:606963	MESH:D029424	BERN:107376801"
DB01303	Oxtriphylline	4499-40-5	small molecule	emphysema	"MESH:D004646	BERN:256367301"
DB01306	Insulin aspart	116094-23-6	biotech	diabetes mellitus	BERN:258006601
DB01307	Insulin detemir	169148-63-4	biotech	diabetes mellitus	BERN:258006601
DB01309	Insulin glulisine	207748-29-6	biotech	diabetes mellitus	BERN:258006601
DB01319	Fosamprenavir	226700-79-4	small molecule	human immunodeficiency virus (hiv-1) infection	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01319	Fosamprenavir	226700-79-4	small molecule	hiv infection	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01319	Fosamprenavir	226700-79-4	small molecule	hiv	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01319	Fosamprenavir	226700-79-4	small molecule	hiv	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01319	Fosamprenavir	226700-79-4	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB01319	Fosamprenavir	226700-79-4	small molecule	dyslipidemia	"MESH:D050171	BERN:106969001"
DB01319	Fosamprenavir	226700-79-4	small molecule	hiv	"OMIM:609423	MESH:D015658	BERN:106985801"
DB01320	Fosphenytoin	93390-81-9	small molecule	convulsive status epilepticus	"MESH:D013226	BERN:106984001"
DB01321	Josamycin	16846-24-5	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB01324	Polythiazide	346-18-9	small molecule	edema	"MESH:D004487	BERN:257143701"
DB01325	Quinethazone	73-49-4	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01327	Cefazolin	25953-19-9	small molecule	bacterial infections of the skin	"MESH:D013207	BERN:107507801"
DB01327	Cefazolin	25953-19-9	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB01328	Cefonicid	61270-58-4	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB01329	Cefoperazone	62893-19-0	small molecule	respiratory tract infections	"MESH:D012141	BERN:255979601"
DB01329	Cefoperazone	62893-19-0	small molecule	peritonitis	"MESH:D010532	BERN:257267101"
DB01329	Cefoperazone	62893-19-0	small molecule	intra-abdominal infections	"MESH:D059413	BERN:107450101"
DB01329	Cefoperazone	62893-19-0	small molecule	bacterial septicemia	BERN:260791201
DB01329	Cefoperazone	62893-19-0	small molecule	klebsiella pneumonia	
DB01329	Cefoperazone	62893-19-0	small molecule	pelvic inflammatory disease	"MESH:D010249	BERN:106930701"
DB01329	Cefoperazone	62893-19-0	small molecule	endometritis	"MESH:D004716	BERN:255002701"
DB01329	Cefoperazone	62893-19-0	small molecule	n	"MESH:C536108	OMIM:310465	BERN:261095601"
DB01329	Cefoperazone	62893-19-0	small molecule	urinary tract infections	"MESH:D014552	BERN:106986701"
DB01329	Cefoperazone	62893-19-0	small molecule	enterococci	CUI-less
DB01329	Cefoperazone	62893-19-0	small molecule	peritonitis	"MESH:D010532	BERN:257267101"
DB01329	Cefoperazone	62893-19-0	small molecule	intra-abdominal infections	"MESH:D059413	BERN:107450101"
DB01329	Cefoperazone	62893-19-0	small molecule	pelvic inflammatory disease	"MESH:D010249	BERN:106930701"
DB01329	Cefoperazone	62893-19-0	small molecule	endometritis	"MESH:D004716	BERN:255002701"
DB01329	Cefoperazone	62893-19-0	small molecule	infections of the female genital tract	"MESH:D060737	BERN:107474001"
DB01329	Cefoperazone	62893-19-0	small molecule	urinary tract infections	"MESH:D014552	BERN:106986701"
DB01329	Cefoperazone	62893-19-0	small molecule	enterococcal infections	"MESH:D007239	BERN:264592201"
DB01329	Cefoperazone	62893-19-0	small molecule	polymicrobial infections	"MESH:D060085	BERN:259486801"
DB01329	Cefoperazone	62893-19-0	small molecule	enterococcal infections	"MESH:D007239	BERN:264592201"
DB01330	Cefotetan	69712-56-7	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB01340	Cilazapril	88768-40-5	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01340	Cilazapril	88768-40-5	small molecule	heart failure	BERN:259728501
DB01342	Forasartan	145216-43-9	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01345	Potassium cation	24203-36-9	small molecule	hypokalemia	"MESH:D007008	BERN:261046201"
DB01347	Saprisartan	146623-69-0	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01347	Saprisartan	146623-69-0	small molecule	heart failure	BERN:259728501
DB01348	Spirapril	83647-97-6	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01349	Tasosartan	145733-36-4	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB01349	Tasosartan	145733-36-4	small molecule	heart failure	BERN:259728501
DB01353	Butobarbital	77-28-1	small molecule	insomnia	"MESH:D007319	BERN:260985301"
DB01354	Heptabarbital	509-86-4	small molecule	hypnosis	CUI-less
DB01356	Lithium cation	7439-93-2	small molecule	depression	BERN:267406001
DB01356	Lithium cation	7439-93-2	small molecule	mania	"MESH:D001714	BERN:2393101"
DB01356	Lithium cation	7439-93-2	small molecule	bipolar disorder	BERN:260418101
DB01359	Penbutolol	38363-40-5	small molecule	arterial hypertension	"MESH:D006973	BERN:106966601"
DB01359	Penbutolol	38363-40-5	small molecule	cardiogenic shock	"MESH:D012770	BERN:258504901"
DB01359	Penbutolol	38363-40-5	small molecule	sinus bradycardia	BERN:258929601
DB01359	Penbutolol	38363-40-5	small molecule	atrioventricular conduction block	"MESH:C535758	BERN:254768101"
DB01359	Penbutolol	38363-40-5	small molecule	bronchial asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01359	Penbutolol	38363-40-5	small molecule	hypersensitivity	"MESH:D006967	BERN:258925401"
DB01363	Ephedra sinica root		biotech	shortness of breath	"MESH:D001049	BERN:256800901"
DB01363	Ephedra sinica root		biotech	tightness of chest	BERN:256716801
DB01363	Ephedra sinica root		biotech	wheezing	"MESH:D012135	BERN:266073901"
DB01363	Ephedra sinica root		biotech	bronchial asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01363	Ephedra sinica root		biotech	bronchial asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01364	Ephedrine	299-42-3	small molecule	hypotension	"MESH:D007022	BERN:106985901"
DB01364	Ephedrine	299-42-3	small molecule	allergic conditions	"MESH:D006967	BERN:260202601"
DB01364	Ephedrine	299-42-3	small molecule	bronchial asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01365	Mephentermine	100-92-5	small molecule	hypotensive	BERN:255604401
DB01366	Procaterol	72332-33-3	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01366	Procaterol	72332-33-3	small molecule	chronic obstructive pulmonary disease	"OMIM:606963	MESH:D029424	BERN:107376801"
DB01366	Procaterol	72332-33-3	small molecule	copd	"OMIM:606963	MESH:D029424	BERN:107376801"
DB01367	Rasagiline	136236-51-6	small molecule	parkinsons disease	"MESH:D010300	BERN:106971001"
DB01369	Quinupristin	120138-50-3	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB01377	Magnesium oxide	1309-48-4	small molecule	cardiovascular and neuromuscular health	"MESH:D014381	BERN:107278001"
DB01377	Magnesium oxide	1309-48-4	small molecule	acid indigestion	BERN:258592501
DB01377	Magnesium oxide	1309-48-4	small molecule	upset stomach	"MESH:D018589	BERN:259755201"
DB01380	Cortisone acetate	50-04-4	small molecule	inflammatory and pruritic manifestations	BERN:267350101
DB01380	Cortisone acetate	50-04-4	small molecule	corticosteroid-responsive dermatoses	"MESH:D012871	BERN:254048701"
DB01380	Cortisone acetate	50-04-4	small molecule	endocrine (hormonal) disorders	"MESH:D004700	BERN:258269101"
DB01380	Cortisone acetate	50-04-4	small molecule	adrenal insufficiency	"MESH:D000309	BERN:106997201"
DB01380	Cortisone acetate	50-04-4	small molecule	addisons disease	"MESH:D000224	BERN:106952401"
DB01380	Cortisone acetate	50-04-4	small molecule	immune and allergic disorders	"MESH:D007154	BERN:257986201"
DB01381	Ginkgo biloba	90045-36-6	biotech	age-related	BERN:257939601
DB01381	Ginkgo biloba	90045-36-6	biotech	memory impairment	"MESH:D008569	BERN:257534001"
DB01381	Ginkgo biloba	90045-36-6	biotech	memory	"MESH:D008569	BERN:259810801"
DB01381	Ginkgo biloba	90045-36-6	biotech	cognitive impairment	BERN:267406901
DB01381	Ginkgo biloba	90045-36-6	biotech	alzheimer's, vascular or mixed dementia	"MESH:D015140	BERN:107531301"
DB01381	Ginkgo biloba	90045-36-6	biotech	tension glaucoma	"MESH:D057066	BERN:107384901"
DB01381	Ginkgo biloba	90045-36-6	biotech	raynaud's syndrome	"MESH:D011928	BERN:107526201"
DB01381	Ginkgo biloba	90045-36-6	biotech	vertigo	"MESH:D014717	BERN:257317801"
DB01381	Ginkgo biloba	90045-36-6	biotech	dizziness	"MESH:D004244	BERN:262173101"
DB01382	Glymidine	339-44-6	small molecule	noninsulin-dependent (type 2) diabetes mellitus	"MESH:D003924	OMIM:125853	BERN:106906101"
DB01384	Paramethasone	53-33-8	small molecule	adrenal-deficiency	CUI-less
DB01388	Mibefradil	116644-53-2	small molecule	angina	BERN:255953001
DB01390	Sodium bicarbonate	144-55-8	small molecule	metabolic acidosis	"MESH:D000138	BERN:106988401"
DB01390	Sodium bicarbonate	144-55-8	small molecule	renal disease	"MESH:D007674	BERN:106971401"
DB01390	Sodium bicarbonate	144-55-8	small molecule	uncontrolled diabetes	BERN:256263201
DB01390	Sodium bicarbonate	144-55-8	small molecule	circulatory insufficiency	"MESH:D048550	BERN:107488101"
DB01390	Sodium bicarbonate	144-55-8	small molecule	shock	"MESH:D012769	BERN:256334401"
DB01390	Sodium bicarbonate	144-55-8	small molecule	dehydration	"MESH:D003681	BERN:255941701"
DB01390	Sodium bicarbonate	144-55-8	small molecule	cardiac arrest	"MESH:D006323	BERN:107518901"
DB01390	Sodium bicarbonate	144-55-8	small molecule	lactic acidosis	"MESH:D000140	BERN:107388601"
DB01390	Sodium bicarbonate	144-55-8	small molecule	diarrhea	"MESH:C565627	BERN:262553601"
DB01393	Bezafibrate	41859-67-0	small molecule	hyperlipidaemia types iia, iib, iii, iv and v	"MESH:C538154	OMIM:186100	BERN:264006001"
DB01393	Bezafibrate	41859-67-0	small molecule	atherosclerosis	BERN:267388201
DB01393	Bezafibrate	41859-67-0	small molecule	hyperlipidaemias	"MESH:D006949	BERN:255174701"
DB01393	Bezafibrate	41859-67-0	small molecule	hypertriglyceridemias	"MESH:D015228	BERN:106983201"
DB01393	Bezafibrate	41859-67-0	small molecule	diabetes mellitus	BERN:258006601
DB01394	Colchicine	64-86-8	small molecule	gout	"MESH:C563162	OMIM:118600	BERN:1105001"
DB01394	Colchicine	64-86-8	small molecule	familial mediterranean fever	"MESH:D010505	OMIM:249100	BERN:106904101"
DB01394	Colchicine	64-86-8	small molecule	fmf	"MESH:D010505	OMIM:249100	BERN:106904101"
DB01394	Colchicine	64-86-8	small molecule	behcet's syndrome	"MESH:D001528	OMIM:109650	BERN:107504201"
DB01394	Colchicine	64-86-8	small molecule	pericarditis	"MESH:D010493	BERN:258182501"
DB01394	Colchicine	64-86-8	small molecule	postpericardiotomy syndrome	"MESH:D011185	BERN:260127401"
DB01395	Drospirenone	67392-87-4	small molecule	acne vulgaris	"MESH:D000152	BERN:106916101"
DB01395	Drospirenone	67392-87-4	small molecule	premenstrual dysphoric disorder	BERN:254109601
DB01395	Drospirenone	67392-87-4	small molecule	menopause	BERN:260105901
DB01395	Drospirenone	67392-87-4	small molecule	vasomotor symptoms	"MESH:D003027	BERN:106936001"
DB01395	Drospirenone	67392-87-4	small molecule	vulvovaginal atrophy	BERN:254490201
DB01395	Drospirenone	67392-87-4	small molecule	osteoporosis	BERN:257900501
DB01395	Drospirenone	67392-87-4	small molecule	acne vulgaris	"MESH:D000152	BERN:106916101"
DB01395	Drospirenone	67392-87-4	small molecule	menstrual irregularities	BERN:254752401
DB01395	Drospirenone	67392-87-4	small molecule	dysmenorrhea	"MESH:D004412	BERN:254819401"
DB01395	Drospirenone	67392-87-4	small molecule	hirsutism	"MESH:C536013	BERN:257120601"
DB01395	Drospirenone	67392-87-4	small molecule	endometriosis	"OMIM:131200	MESH:D004715	BERN:106991301"
DB01396	Digitoxin	71-63-6	small molecule	congestive cardiac insufficiency	"MESH:D004487	BERN:257143701"
DB01396	Digitoxin	71-63-6	small molecule	arrhythmias	"OMIM:115000	MESH:D001145	BERN:256349801"
DB01396	Digitoxin	71-63-6	small molecule	heart failure	BERN:259728501
DB01397	Magnesium salicylate	18917-89-0	small molecule	muscular pain	"MESH:D010146	BERN:262326101"
DB01399	Salsalate	552-94-3	small molecule	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB01399	Salsalate	552-94-3	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB01399	Salsalate	552-94-3	small molecule	rheumatic disorders	BERN:267352601
DB01400	Neostigmine	59-99-4	small molecule	myasthenia gravis	"MESH:D009157	BERN:106993701"
DB01401	Choline magnesium trisalicylate	64425-90-7	small molecule	pain	"MESH:D010146	BERN:262326101"
DB01401	Choline magnesium trisalicylate	64425-90-7	small molecule	arthritis	"MESH:D001168	BERN:260274501"
DB01401	Choline magnesium trisalicylate	64425-90-7	small molecule	fever	"MESH:D005334	BERN:257799801"
DB01403	Methotrimeprazine	60-99-1	small molecule	psychosis	"MESH:D011618	BERN:258987801"
DB01403	Methotrimeprazine	60-99-1	small molecule	schizophrenia	"OMIM:181500	MESH:D012559	BERN:260079301"
DB01403	Methotrimeprazine	60-99-1	small molecule	bipolar disorder	BERN:260418101
DB01405	Temafloxacin	108319-06-8	small molecule	lower respiratory tract infections	BERN:258561501
DB01405	Temafloxacin	108319-06-8	small molecule	genital and urinary infections	"MESH:D014552	BERN:106986701"
DB01405	Temafloxacin	108319-06-8	small molecule	prostatitis	"MESH:D011472	BERN:254094101"
DB01405	Temafloxacin	108319-06-8	small molecule	skin infections	"MESH:D012874	BERN:256032201"
DB01406	Danazol	17230-88-5	small molecule	endometriosis	"OMIM:131200	MESH:D004715	BERN:106991301"
DB01406	Danazol	17230-88-5	small molecule	fibrocystic breast disease	"MESH:D005348	BERN:107397201"
DB01406	Danazol	17230-88-5	small molecule	hereditary angioedema	"OMIM:106100	MESH:D054179	BERN:107445001"
DB01407	Clenbuterol	37148-27-9	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01408	Bambuterol	81732-65-2	small molecule	bronchospasm	"MESH:D001986	BERN:107363701"
DB01408	Bambuterol	81732-65-2	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB01408	Bambuterol	81732-65-2	small molecule	bronchospasm	"MESH:D001986	BERN:107363701"
DB01408	Bambuterol	81732-65-2	small molecule	bronchitis	"MESH:D001991	BERN:254440001"
DB01408	Bambuterol	81732-65-2	small molecule	emphysema	"MESH:D004646	BERN:256367301"
