source	metaedge	target
Disease::MESH:C536215	DdG	Gene::79675
Disease::MESH:D010300	DdG	Gene::10190
Disease::MESH:D003093	DdG	Gene::905
Disease::MESH:D014029	DdG	Gene::84131
Disease::MESH:D029424	DdG	Gene::23566
Disease::MESH:D012559	DdG	Gene::5106
Disease::MESH:D015535	DdG	Gene::54832
Disease::MESH:D003110	DdG	Gene::4208
Disease::MESH:C537243	DdG	Gene::79026
Disease::MESH:D000690	DdG	Gene::200844
Disease::MESH:D000163	DdG	Gene::1385
Disease::MESH:D001943	DdG	Gene::3952
Disease::MESH:D011565	DdG	Gene::22926
Disease::MESH:D019337	DdG	Gene::8936
Disease::MESH:D017544	DdG	Gene::2329
Disease::MESH:D011085	DdG	Gene::162963
Disease::MESH:D003110	DdG	Gene::6003
Disease::MESH:D054990	DdG	Gene::157638
Disease::MESH:D008175	DdG	Gene::2710
Disease::MESH:C531609	DdG	Gene::471
Disease::MESH:D011565	DdG	Gene::80835
Disease::MESH:D013167	DdG	Gene::10725
Disease::MESH:D014029	DdG	Gene::127795
Disease::MESH:C536597	DdG	Gene::140459
Disease::MESH:D017544	DdG	Gene::26022
Disease::MESH:D017544	DdG	Gene::83660
Disease::MESH:D001172	DdG	Gene::1153
Disease::MESH:D008288	DdG	Gene::83605
Disease::MESH:D011565	DdG	Gene::8660
Disease::MESH:D029424	DdG	Gene::79966
Disease::MESH:D012595	DdG	Gene::6853
Disease::MESH:D013167	DdG	Gene::79707
Disease::MESH:C536215	DdG	Gene::1975
Disease::MESH:D001471	DdG	Gene::191
Disease::MESH:D000163	DdG	Gene::91746
Disease::MESH:D001943	DdG	Gene::54532
Disease::MESH:D011085	DdG	Gene::79629
Disease::MESH:D008545	DdG	Gene::7286
Disease::MESH:D019337	DdG	Gene::56938
Disease::MESH:D010300	DdG	Gene::9201
Disease::MESH:C538412	DdG	Gene::23529
Disease::MESH:D014029	DdG	Gene::100272147
Disease::MESH:D054990	DdG	Gene::55795
Disease::MESH:D053713	DdG	Gene::4184
Disease::MESH:D012559	DdG	Gene::126410
Disease::MESH:D003110	DdG	Gene::4496
Disease::MESH:D012595	DdG	Gene::121268
Disease::MESH:D001172	DdG	Gene::224
Disease::MESH:D017544	DdG	Gene::54796
Disease::MESH:D011565	DdG	Gene::23037
Disease::MESH:C536215	DdG	Gene::80097
Disease::MESH:D010300	DdG	Gene::8634
Disease::MESH:D012595	DdG	Gene::29920
Disease::MESH:D012559	DdG	Gene::22948
Disease::MESH:D010190	DdG	Gene::57190
Disease::MESH:D012595	DdG	Gene::51111
Disease::MESH:D008288	DdG	Gene::9782
Disease::MESH:D014029	DdG	Gene::1604
Disease::MESH:C538412	DdG	Gene::5886
Disease::MESH:D010190	DdG	Gene::6143
Disease::MESH:D011085	DdG	Gene::147657
Disease::MESH:D000690	DdG	Gene::9922
Disease::MESH:D029424	DdG	Gene::10199
Disease::MESH:D001471	DdG	Gene::6888
Disease::MESH:D008545	DdG	Gene::1551
Disease::MESH:D008545	DdG	Gene::1830
Disease::MESH:D012595	DdG	Gene::34
Disease::MESH:D011085	DdG	Gene::51082
Disease::MESH:D029424	DdG	Gene::64772
Disease::MESH:D011085	DdG	Gene::3166
Disease::MESH:D007680	DdG	Gene::1591
Disease::MESH:D000690	DdG	Gene::78987
Disease::MESH:C536597	DdG	Gene::8913
Disease::MESH:C531609	DdG	Gene::5700
Disease::MESH:D003093	DdG	Gene::54665
Disease::MESH:D015535	DdG	Gene::79960
Disease::MESH:D008545	DdG	Gene::4299
Disease::MESH:D001471	DdG	Gene::55328
Disease::MESH:C531609	DdG	Gene::55731
Disease::MESH:D010300	DdG	Gene::5705
Disease::MESH:C536215	DdG	Gene::400673
Disease::MESH:D010300	DdG	Gene::10381
Disease::MESH:D003110	DdG	Gene::5494
Disease::MESH:D003093	DdG	Gene::10939
Disease::MESH:D017544	DdG	Gene::374654
Disease::MESH:D000690	DdG	Gene::345222
Disease::MESH:D053713	DdG	Gene::151313
Disease::MESH:D015535	DdG	Gene::23130
Disease::MESH:D012559	DdG	Gene::642597
Disease::MESH:D015535	DdG	Gene::2309
Disease::MESH:C536215	DdG	Gene::9782
Disease::MESH:D003093	DdG	Gene::3158
Disease::MESH:C536597	DdG	Gene::80344
Disease::MESH:D029424	DdG	Gene::116840
Disease::MESH:C536215	DdG	Gene::8800
Disease::MESH:C536597	DdG	Gene::51362
Disease::MESH:D008545	DdG	Gene::9397
Disease::MESH:D017544	DdG	Gene::54859
Disease::MESH:D019337	DdG	Gene::1956
Disease::MESH:D001471	DdG	Gene::1431
Disease::MESH:D001943	DdG	Gene::4664
Disease::MESH:D011565	DdG	Gene::54566
Disease::MESH:D029424	DdG	Gene::727940
Disease::MESH:D014029	DdG	Gene::253725
Disease::MESH:D054990	DdG	Gene::5787
Disease::MESH:D001943	DdG	Gene::4781
Disease::MESH:D007889	DdG	Gene::3574
Disease::MESH:D010300	DdG	Gene::81611
Disease::MESH:D000163	DdG	Gene::51386
Disease::MESH:D007680	DdG	Gene::284541
Disease::MESH:D000437	DdG	Gene::117143
Disease::MESH:D010190	DdG	Gene::2914
Disease::MESH:D008288	DdG	Gene::29785
Disease::MESH:D011085	DdG	Gene::114
Disease::MESH:D009765	DdG	Gene::26135
Disease::MESH:D011085	DdG	Gene::51300
Disease::MESH:D000690	DdG	Gene::113828
Disease::MESH:D017544	DdG	Gene::162605
Disease::MESH:D000690	DdG	Gene::56997
Disease::MESH:D008545	DdG	Gene::23005
Disease::MESH:D017544	DdG	Gene::79917
Disease::MESH:D001172	DdG	Gene::5493
Disease::MESH:D000690	DdG	Gene::7287
Disease::MESH:D017544	DdG	Gene::10205
Disease::MESH:D000163	DdG	Gene::5467
Disease::MESH:D011565	DdG	Gene::51449
Disease::MESH:D001471	DdG	Gene::226
Disease::MESH:D001943	DdG	Gene::5166
Disease::MESH:D008288	DdG	Gene::9500
Disease::MESH:C538412	DdG	Gene::7465
Disease::MESH:D053713	DdG	Gene::157506
Disease::MESH:D053713	DdG	Gene::64753
Disease::MESH:D000163	DdG	Gene::7267
Disease::MESH:C531609	DdG	Gene::10381
Disease::MESH:D011565	DdG	Gene::4649
Disease::MESH:D012559	DdG	Gene::339976
Disease::MESH:C531609	DdG	Gene::10611
Disease::MESH:D012595	DdG	Gene::55705
Disease::MESH:D054990	DdG	Gene::3909
Disease::MESH:D015535	DdG	Gene::9685
Disease::MESH:D003110	DdG	Gene::57758
Disease::MESH:D029424	DdG	Gene::79666
Disease::MESH:D007680	DdG	Gene::137872
Disease::MESH:D006973	DdG	Gene::85293
Disease::MESH:D001471	DdG	Gene::6461
Disease::MESH:D003110	DdG	Gene::4707
Disease::MESH:D000163	DdG	Gene::3983
Disease::MESH:D017544	DdG	Gene::4091
Disease::MESH:D003110	DdG	Gene::4200
Disease::MESH:C538412	DdG	Gene::6780
Disease::MESH:D008288	DdG	Gene::131583
Disease::MESH:D011565	DdG	Gene::10725
Disease::MESH:D000163	DdG	Gene::51561
Disease::MESH:C538412	DdG	Gene::4097
Disease::MESH:D011565	DdG	Gene::64711
Disease::MESH:C536597	DdG	Gene::9229
Disease::MESH:D017544	DdG	Gene::55225
Disease::MESH:C536215	DdG	Gene::26168
Disease::MESH:D008288	DdG	Gene::28986
Disease::MESH:C536597	DdG	Gene::51596
Disease::MESH:D019337	DdG	Gene::23035
Disease::MESH:D053713	DdG	Gene::5568
Disease::MESH:D053713	DdG	Gene::1571
Disease::MESH:D010190	DdG	Gene::1056
Disease::MESH:D014029	DdG	Gene::154664
Disease::MESH:D003110	DdG	Gene::8780
Disease::MESH:D015535	DdG	Gene::6314
Disease::MESH:D008545	DdG	Gene::1577
Disease::MESH:D000163	DdG	Gene::10782
Disease::MESH:D010051	DdG	Gene::3316
Disease::MESH:C536215	DdG	Gene::824
Disease::MESH:D014029	DdG	Gene::9508
Disease::MESH:D001943	DdG	Gene::23189
Disease::MESH:D017544	DdG	Gene::55075
Disease::MESH:D011085	DdG	Gene::84365
Disease::MESH:D008545	DdG	Gene::6382
Disease::MESH:D010051	DdG	Gene::7108
Disease::MESH:D007680	DdG	Gene::118491
Disease::MESH:D053713	DdG	Gene::441272
Disease::MESH:D019337	DdG	Gene::3858
Disease::MESH:D010190	DdG	Gene::123688
Disease::MESH:D001172	DdG	Gene::80351
Disease::MESH:D012559	DdG	Gene::1537
Disease::MESH:D017544	DdG	Gene::3908
Disease::MESH:C531609	DdG	Gene::64943
Disease::MESH:D007680	DdG	Gene::147372
Disease::MESH:D015535	DdG	Gene::126308
Disease::MESH:D010300	DdG	Gene::51693
Disease::MESH:D000437	DdG	Gene::51319
Disease::MESH:D014029	DdG	Gene::26084
Disease::MESH:D006973	DdG	Gene::7693
Disease::MESH:D000163	DdG	Gene::29883
Disease::MESH:D015535	DdG	Gene::10992
Disease::MESH:C536215	DdG	Gene::57604
Disease::MESH:D010300	DdG	Gene::79717
Disease::MESH:D019337	DdG	Gene::3091
Disease::MESH:D006973	DdG	Gene::119032
Disease::MESH:D003093	DdG	Gene::55041
Disease::MESH:D011085	DdG	Gene::6629
Disease::MESH:D001172	DdG	Gene::5425
Disease::MESH:D054990	DdG	Gene::5935
Disease::MESH:D008175	DdG	Gene::3577
Disease::MESH:D007680	DdG	Gene::1381
Disease::MESH:D001943	DdG	Gene::81553
Disease::MESH:D008175	DdG	Gene::3135
Disease::MESH:D010051	DdG	Gene::51702
Disease::MESH:D001172	DdG	Gene::23524
Disease::MESH:D017544	DdG	Gene::260293
Disease::MESH:C531609	DdG	Gene::10523
Disease::MESH:D010051	DdG	Gene::139231
Disease::MESH:C531609	DdG	Gene::347735
Disease::MESH:C536597	DdG	Gene::8618
Disease::MESH:C536215	DdG	Gene::2894
Disease::MESH:D014029	DdG	Gene::51166
Disease::MESH:D006973	DdG	Gene::54033
Disease::MESH:C531609	DdG	Gene::54468
Disease::MESH:D001172	DdG	Gene::2130
Disease::MESH:D053713	DdG	Gene::1539
Disease::MESH:D029424	DdG	Gene::6856
Disease::MESH:D019337	DdG	Gene::7148
Disease::MESH:D010190	DdG	Gene::9194
Disease::MESH:D013167	DdG	Gene::8227
Disease::MESH:D014029	DdG	Gene::10664
Disease::MESH:D017544	DdG	Gene::22889
Disease::MESH:D001943	DdG	Gene::2247
Disease::MESH:D007680	DdG	Gene::23382
Disease::MESH:D001471	DdG	Gene::5315
Disease::MESH:D014029	DdG	Gene::256586
Disease::MESH:D054990	DdG	Gene::1131
Disease::MESH:D001471	DdG	Gene::7739
Disease::MESH:D012559	DdG	Gene::3609
Disease::MESH:D001172	DdG	Gene::10491
Disease::MESH:D007889	DdG	Gene::92342
Disease::MESH:D012595	DdG	Gene::5243
Disease::MESH:D015535	DdG	Gene::10165
Disease::MESH:D014029	DdG	Gene::51585
Disease::MESH:D003110	DdG	Gene::23312
Disease::MESH:C536215	DdG	Gene::93974
Disease::MESH:D017544	DdG	Gene::23012
Disease::MESH:D001943	DdG	Gene::125
Disease::MESH:D029424	DdG	Gene::10276
Disease::MESH:D007889	DdG	Gene::55005
Disease::MESH:D017544	DdG	Gene::10499
Disease::MESH:D008175	DdG	Gene::80133
Disease::MESH:D003093	DdG	Gene::5058
Disease::MESH:D011565	DdG	Gene::51147
Disease::MESH:D010190	DdG	Gene::353088
Disease::MESH:D001471	DdG	Gene::1272
Disease::MESH:D015535	DdG	Gene::5003
Disease::MESH:D001172	DdG	Gene::390433
Disease::MESH:C538412	DdG	Gene::118987
Disease::MESH:D012595	DdG	Gene::1676
Disease::MESH:D011565	DdG	Gene::4209
Disease::MESH:D003093	DdG	Gene::7748
Disease::MESH:D014029	DdG	Gene::116224
Disease::MESH:D010190	DdG	Gene::9856
Disease::MESH:D000690	DdG	Gene::122616
Disease::MESH:D001172	DdG	Gene::949
Disease::MESH:D019337	DdG	Gene::9882
Disease::MESH:C536597	DdG	Gene::54955
Disease::MESH:D015535	DdG	Gene::10794
Disease::MESH:D017544	DdG	Gene::23511
Disease::MESH:D053713	DdG	Gene::5590
Disease::MESH:D008545	DdG	Gene::9982
Disease::MESH:D007889	DdG	Gene::3727
Disease::MESH:D008288	DdG	Gene::84293
Disease::MESH:D001943	DdG	Gene::10580
Disease::MESH:D011565	DdG	Gene::57820
Disease::MESH:C536215	DdG	Gene::51650
Disease::MESH:C536215	DdG	Gene::4999
Disease::MESH:D001172	DdG	Gene::9043
Disease::MESH:D011565	DdG	Gene::5376
Disease::MESH:D010300	DdG	Gene::5687
Disease::MESH:D053713	DdG	Gene::161753
Disease::MESH:C538412	DdG	Gene::115703
Disease::MESH:D012595	DdG	Gene::29090
Disease::MESH:D003110	DdG	Gene::6786
Disease::MESH:D017544	DdG	Gene::577
Disease::MESH:D008545	DdG	Gene::3606
Disease::MESH:D010300	DdG	Gene::55521
Disease::MESH:D000437	DdG	Gene::54951
Disease::MESH:D017544	DdG	Gene::84792
Disease::MESH:D014029	DdG	Gene::4731
Disease::MESH:C538412	DdG	Gene::85458
Disease::MESH:C536597	DdG	Gene::10939
Disease::MESH:D012559	DdG	Gene::9862
Disease::MESH:D001172	DdG	Gene::2872
Disease::MESH:D009765	DdG	Gene::4881
Disease::MESH:D007680	DdG	Gene::525
Disease::MESH:D029424	DdG	Gene::7276
Disease::MESH:C538412	DdG	Gene::8668
Disease::MESH:D054990	DdG	Gene::274
Disease::MESH:D011565	DdG	Gene::10424
Disease::MESH:D001172	DdG	Gene::202018
Disease::MESH:D008175	DdG	Gene::55188
Disease::MESH:D000690	DdG	Gene::55328
Disease::MESH:D054990	DdG	Gene::54801
Disease::MESH:C538412	DdG	Gene::1537
Disease::MESH:D012595	DdG	Gene::58486
Disease::MESH:D008288	DdG	Gene::10314
Disease::MESH:D054990	DdG	Gene::10299
Disease::MESH:D000163	DdG	Gene::5176
Disease::MESH:C536215	DdG	Gene::9258
Disease::MESH:D029424	DdG	Gene::9452
Disease::MESH:D010518	DdG	Gene::23380
Disease::MESH:D008288	DdG	Gene::389816
Disease::MESH:D053713	DdG	Gene::121273
Disease::MESH:D003110	DdG	Gene::9685
Disease::MESH:D003093	DdG	Gene::23229
Disease::MESH:D053713	DdG	Gene::25790
Disease::MESH:D012559	DdG	Gene::9638
Disease::MESH:D011565	DdG	Gene::113246
Disease::MESH:D010190	DdG	Gene::23566
Disease::MESH:D009103	DdG	Gene::9425
Disease::MESH:D054990	DdG	Gene::22914
Disease::MESH:D003110	DdG	Gene::2110
Disease::MESH:D010300	DdG	Gene::51068
Disease::MESH:D000690	DdG	Gene::51162
Disease::MESH:D000690	DdG	Gene::60312
Disease::MESH:D001943	DdG	Gene::9223
Disease::MESH:D001943	DdG	Gene::2770
Disease::MESH:D001471	DdG	Gene::230
Disease::MESH:D015535	DdG	Gene::255027
Disease::MESH:D010300	DdG	Gene::55733
Disease::MESH:D000163	DdG	Gene::157567
Disease::MESH:D019337	DdG	Gene::26049
Disease::MESH:D003093	DdG	Gene::1327
Disease::MESH:D001943	DdG	Gene::84171
Disease::MESH:D029424	DdG	Gene::200424
Disease::MESH:C531609	DdG	Gene::9989
Disease::MESH:D001471	DdG	Gene::9524
Disease::MESH:D029424	DdG	Gene::9672
Disease::MESH:D001471	DdG	Gene::91298
Disease::MESH:D008175	DdG	Gene::60482
Disease::MESH:D017544	DdG	Gene::57595
Disease::MESH:D014029	DdG	Gene::440193
Disease::MESH:D011085	DdG	Gene::7134
Disease::MESH:C531609	DdG	Gene::7465
Disease::MESH:D011085	DdG	Gene::54881
Disease::MESH:D014029	DdG	Gene::8507
Disease::MESH:D007680	DdG	Gene::360
Disease::MESH:D008545	DdG	Gene::10133
Disease::MESH:D053713	DdG	Gene::414157
Disease::MESH:D003110	DdG	Gene::515
Disease::MESH:D012559	DdG	Gene::85865
Disease::MESH:D001172	DdG	Gene::26960
Disease::MESH:D012595	DdG	Gene::23274
Disease::MESH:D001471	DdG	Gene::7165
Disease::MESH:D001172	DdG	Gene::25992
Disease::MESH:D003110	DdG	Gene::6314
Disease::MESH:C536597	DdG	Gene::54927
Disease::MESH:C536597	DdG	Gene::378
Disease::MESH:D017544	DdG	Gene::80108
Disease::MESH:D029424	DdG	Gene::488
Disease::MESH:D015535	DdG	Gene::4791
Disease::MESH:D054990	DdG	Gene::221687
Disease::MESH:D015535	DdG	Gene::25932
Disease::MESH:C536215	DdG	Gene::3858
Disease::MESH:D012595	DdG	Gene::84062
Disease::MESH:D001172	DdG	Gene::4782
Disease::MESH:D003110	DdG	Gene::22920
Disease::MESH:D019337	DdG	Gene::53826
Disease::MESH:D012559	DdG	Gene::653486
Disease::MESH:D012559	DdG	Gene::2067
Disease::MESH:D008175	DdG	Gene::81888
Disease::MESH:D017544	DdG	Gene::3400
Disease::MESH:D007680	DdG	Gene::54805
Disease::MESH:D019337	DdG	Gene::1880
Disease::MESH:D007680	DdG	Gene::146223
Disease::MESH:D008175	DdG	Gene::3127
Disease::MESH:D012559	DdG	Gene::3020
Disease::MESH:D000163	DdG	Gene::6874
Disease::MESH:C536215	DdG	Gene::904
Disease::MESH:C538412	DdG	Gene::9367
Disease::MESH:D001943	DdG	Gene::57685
Disease::MESH:D013167	DdG	Gene::9857
Disease::MESH:D053713	DdG	Gene::83983
Disease::MESH:D007680	DdG	Gene::8555
Disease::MESH:D010190	DdG	Gene::7434
Disease::MESH:D053713	DdG	Gene::171023
Disease::MESH:D007680	DdG	Gene::29947
Disease::MESH:D029424	DdG	Gene::140876
Disease::MESH:D017544	DdG	Gene::56937
Disease::MESH:D008288	DdG	Gene::55624
Disease::MESH:D054990	DdG	Gene::256021
Disease::MESH:D017544	DdG	Gene::27067
Disease::MESH:D012595	DdG	Gene::3337
Disease::MESH:D007889	DdG	Gene::79735
Disease::MESH:D000437	DdG	Gene::56985
Disease::MESH:D010300	DdG	Gene::2171
Disease::MESH:D017544	DdG	Gene::26032
Disease::MESH:D010190	DdG	Gene::2255
Disease::MESH:D007680	DdG	Gene::53405
Disease::MESH:D011085	DdG	Gene::54859
Disease::MESH:D003110	DdG	Gene::343
Disease::MESH:D007680	DdG	Gene::23268
Disease::MESH:D003093	DdG	Gene::10194
Disease::MESH:D001172	DdG	Gene::388820
Disease::MESH:C536597	DdG	Gene::1149
Disease::MESH:D011085	DdG	Gene::1874
Disease::MESH:D007889	DdG	Gene::5375
Disease::MESH:D012559	DdG	Gene::10262
Disease::MESH:C536597	DdG	Gene::11095
Disease::MESH:D013167	DdG	Gene::51586
Disease::MESH:D029424	DdG	Gene::55274
Disease::MESH:D003324	DdG	Gene::283106
Disease::MESH:D000163	DdG	Gene::7169
Disease::MESH:D001471	DdG	Gene::9374
Disease::MESH:D008288	DdG	Gene::971
Disease::MESH:C531609	DdG	Gene::57486
Disease::MESH:D008175	DdG	Gene::55508
Disease::MESH:D009765	DdG	Gene::23171
Disease::MESH:D011565	DdG	Gene::90864
Disease::MESH:D014029	DdG	Gene::64753
Disease::MESH:D003093	DdG	Gene::57121
Disease::MESH:D015535	DdG	Gene::7994
Disease::MESH:D010300	DdG	Gene::25979
Disease::MESH:D008545	DdG	Gene::84893
Disease::MESH:D012559	DdG	Gene::375387
Disease::MESH:D008175	DdG	Gene::79660
Disease::MESH:D019337	DdG	Gene::374977
Disease::MESH:D014029	DdG	Gene::114902
Disease::MESH:C538412	DdG	Gene::9819
Disease::MESH:D053713	DdG	Gene::55815
Disease::MESH:D017544	DdG	Gene::84263
Disease::MESH:D054990	DdG	Gene::23411
Disease::MESH:D003093	DdG	Gene::153396
Disease::MESH:C531609	DdG	Gene::326340
Disease::MESH:C538412	DdG	Gene::29107
Disease::MESH:D054990	DdG	Gene::64116
Disease::MESH:D010190	DdG	Gene::57535
Disease::MESH:D029424	DdG	Gene::10935
Disease::MESH:C531609	DdG	Gene::9586
Disease::MESH:D012559	DdG	Gene::2051
Disease::MESH:D029424	DdG	Gene::86
Disease::MESH:D053713	DdG	Gene::84303
Disease::MESH:C531609	DdG	Gene::23657
Disease::MESH:D008288	DdG	Gene::51611
Disease::MESH:D001471	DdG	Gene::51094
Disease::MESH:D010300	DdG	Gene::54842
Disease::MESH:D003093	DdG	Gene::54499
Disease::MESH:D010190	DdG	Gene::26025
Disease::MESH:D008545	DdG	Gene::23077
Disease::MESH:D003093	DdG	Gene::127262
Disease::MESH:D008175	DdG	Gene::83666
Disease::MESH:D008175	DdG	Gene::55885
Disease::MESH:D007889	DdG	Gene::375057
Disease::MESH:D011085	DdG	Gene::51068
Disease::MESH:C538412	DdG	Gene::7803
Disease::MESH:C536215	DdG	Gene::10946
Disease::MESH:D000437	DdG	Gene::51375
Disease::MESH:C538412	DdG	Gene::5937
Disease::MESH:D012595	DdG	Gene::25821
Disease::MESH:D000163	DdG	Gene::6097
Disease::MESH:D003093	DdG	Gene::10857
Disease::MESH:C531609	DdG	Gene::3861
Disease::MESH:D003110	DdG	Gene::64781
Disease::MESH:D007680	DdG	Gene::846
Disease::MESH:D054990	DdG	Gene::55340
Disease::MESH:D007680	DdG	Gene::1288
Disease::MESH:D000163	DdG	Gene::4216
Disease::MESH:D029424	DdG	Gene::84627
Disease::MESH:D014029	DdG	Gene::7994
Disease::MESH:D029424	DdG	Gene::2200
Disease::MESH:D007889	DdG	Gene::2296
Disease::MESH:D008545	DdG	Gene::93210
Disease::MESH:D017544	DdG	Gene::1620
Disease::MESH:D003110	DdG	Gene::54854
Disease::MESH:D000163	DdG	Gene::4306
Disease::MESH:D053713	DdG	Gene::146754
Disease::MESH:D017544	DdG	Gene::6786
Disease::MESH:D000690	DdG	Gene::222658
Disease::MESH:D003093	DdG	Gene::5067
Disease::MESH:D014029	DdG	Gene::134265
Disease::MESH:D003093	DdG	Gene::285527
Disease::MESH:D007889	DdG	Gene::4065
Disease::MESH:D029424	DdG	Gene::79981
Disease::MESH:D008175	DdG	Gene::4671
Disease::MESH:D011085	DdG	Gene::51529
Disease::MESH:C531609	DdG	Gene::6272
Disease::MESH:D029424	DdG	Gene::23174
Disease::MESH:D011085	DdG	Gene::4313
Disease::MESH:D015535	DdG	Gene::9811
Disease::MESH:D054990	DdG	Gene::94104
Disease::MESH:D015535	DdG	Gene::5936
Disease::MESH:D012559	DdG	Gene::414919
Disease::MESH:C531609	DdG	Gene::11078
Disease::MESH:D012595	DdG	Gene::6996
Disease::MESH:D010051	DdG	Gene::1108
Disease::MESH:D008288	DdG	Gene::9695
Disease::MESH:D001943	DdG	Gene::83604
Disease::MESH:D054990	DdG	Gene::5876
Disease::MESH:D001943	DdG	Gene::4128
Disease::MESH:D011085	DdG	Gene::23671
Disease::MESH:C536597	DdG	Gene::7965
Disease::MESH:D011085	DdG	Gene::1211
Disease::MESH:D011085	DdG	Gene::5327
Disease::MESH:D008175	DdG	Gene::3739
Disease::MESH:D001943	DdG	Gene::54780
Disease::MESH:D001172	DdG	Gene::100132006
Disease::MESH:D013167	DdG	Gene::23370
Disease::MESH:D014029	DdG	Gene::140461
Disease::MESH:D054990	DdG	Gene::26157
Disease::MESH:D015535	DdG	Gene::7030
Disease::MESH:C531609	DdG	Gene::1501
Disease::MESH:D010518	DdG	Gene::10982
Disease::MESH:D054990	DdG	Gene::113791
Disease::MESH:D019337	DdG	Gene::9252
Disease::MESH:D017544	DdG	Gene::1465
Disease::MESH:D000163	DdG	Gene::64781
Disease::MESH:C536215	DdG	Gene::80314
Disease::MESH:D010190	DdG	Gene::2813
Disease::MESH:D012559	DdG	Gene::3421
Disease::MESH:D008288	DdG	Gene::8574
Disease::MESH:D008175	DdG	Gene::114926
Disease::MESH:D017544	DdG	Gene::493856
Disease::MESH:D012559	DdG	Gene::79068
Disease::MESH:D001471	DdG	Gene::10203
Disease::MESH:C531609	DdG	Gene::64093
Disease::MESH:D001943	DdG	Gene::6218
Disease::MESH:D008545	DdG	Gene::100131187
Disease::MESH:D000690	DdG	Gene::4598
Disease::MESH:D053713	DdG	Gene::7453
Disease::MESH:D001471	DdG	Gene::3098
Disease::MESH:C536597	DdG	Gene::79007
Disease::MESH:D003110	DdG	Gene::5019
Disease::MESH:D001471	DdG	Gene::553115
Disease::MESH:D001943	DdG	Gene::9812
Disease::MESH:D003110	DdG	Gene::1114
Disease::MESH:D001471	DdG	Gene::26285
Disease::MESH:D008545	DdG	Gene::10974
Disease::MESH:D003110	DdG	Gene::2770
Disease::MESH:D012559	DdG	Gene::728224
Disease::MESH:C536597	DdG	Gene::81873
Disease::MESH:D054990	DdG	Gene::286046
Disease::MESH:D019337	DdG	Gene::7293
Disease::MESH:D008175	DdG	Gene::90459
Disease::MESH:D000690	DdG	Gene::255783
Disease::MESH:D003110	DdG	Gene::53841
Disease::MESH:C536597	DdG	Gene::801
Disease::MESH:D012595	DdG	Gene::79073
Disease::MESH:D003093	DdG	Gene::84451
Disease::MESH:D008288	DdG	Gene::6964
Disease::MESH:D010300	DdG	Gene::9158
Disease::MESH:C538412	DdG	Gene::63933
Disease::MESH:D003324	DdG	Gene::333932
Disease::MESH:D001943	DdG	Gene::7111
Disease::MESH:D011085	DdG	Gene::1016
Disease::MESH:D001172	DdG	Gene::8660
Disease::MESH:D000163	DdG	Gene::9781
Disease::MESH:D017544	DdG	Gene::111
Disease::MESH:D007680	DdG	Gene::155066
Disease::MESH:D001172	DdG	Gene::396
Disease::MESH:D000690	DdG	Gene::79932
Disease::MESH:D001943	DdG	Gene::286133
Disease::MESH:D001172	DdG	Gene::3030
Disease::MESH:D015535	DdG	Gene::374819
Disease::MESH:C538412	DdG	Gene::9475
Disease::MESH:D003110	DdG	Gene::9920
Disease::MESH:C531609	DdG	Gene::26230
Disease::MESH:C537243	DdG	Gene::4598
Disease::MESH:D001943	DdG	Gene::51232
Disease::MESH:D001172	DdG	Gene::140710
Disease::MESH:D008545	DdG	Gene::53335
Disease::MESH:D008545	DdG	Gene::1756
Disease::MESH:D012559	DdG	Gene::396
Disease::MESH:D008175	DdG	Gene::144245
Disease::MESH:D015535	DdG	Gene::728489
Disease::MESH:D010051	DdG	Gene::26239
Disease::MESH:C536215	DdG	Gene::2091
Disease::MESH:C536597	DdG	Gene::8623
Disease::MESH:D008545	DdG	Gene::1825
Disease::MESH:D011085	DdG	Gene::25911
Disease::MESH:D008545	DdG	Gene::1288
Disease::MESH:D012559	DdG	Gene::6612
Disease::MESH:D000163	DdG	Gene::4534
Disease::MESH:D029424	DdG	Gene::57158
Disease::MESH:D001943	DdG	Gene::27147
Disease::MESH:C536215	DdG	Gene::56945
Disease::MESH:D015535	DdG	Gene::80790
Disease::MESH:D000690	DdG	Gene::137392
Disease::MESH:D010518	DdG	Gene::55689
Disease::MESH:D053713	DdG	Gene::284359
Disease::MESH:D010300	DdG	Gene::3712
Disease::MESH:D019337	DdG	Gene::3146
Disease::MESH:D000163	DdG	Gene::5256
Disease::MESH:C536597	DdG	Gene::2182
Disease::MESH:D014029	DdG	Gene::54749
Disease::MESH:D007889	DdG	Gene::28968
Disease::MESH:D000437	DdG	Gene::5469
Disease::MESH:C538412	DdG	Gene::1804
Disease::MESH:D012559	DdG	Gene::64949
Disease::MESH:D010190	DdG	Gene::10017
Disease::MESH:D011085	DdG	Gene::112942
Disease::MESH:D014029	DdG	Gene::91768
Disease::MESH:D000690	DdG	Gene::64782
Disease::MESH:D012595	DdG	Gene::1665
Disease::MESH:D053713	DdG	Gene::128209
Disease::MESH:C536597	DdG	Gene::8999
Disease::MESH:C536597	DdG	Gene::10423
Disease::MESH:D001943	DdG	Gene::146894
Disease::MESH:D008545	DdG	Gene::22893
Disease::MESH:D000437	DdG	Gene::285203
Disease::MESH:D012595	DdG	Gene::5631
Disease::MESH:D012595	DdG	Gene::3954
Disease::MESH:D010300	DdG	Gene::191
Disease::MESH:D019337	DdG	Gene::7044
Disease::MESH:D001172	DdG	Gene::100132247
Disease::MESH:D001471	DdG	Gene::2987
