drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions	pubmed_ids
DB02456	target	P0A6I0	945535	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02457	target	P07098	8513	Humans	unknown		10592235
DB02458	target	P28161	2946	Humans	unknown		17139284|17016423
DB02458	target	P09488	2944	Humans	unknown		17139284|17016423
DB02459	target	P00751	629	Humans	unknown		17139284|17016423
DB02461	target	P0AE67	12930559	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02461	target	P0AE67	946393	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02462	target	P35228	4843	Humans	unknown		10592235
DB02463	target	P07477	5644	Humans	unknown		10592235
DB02464	target	P07477	5644	Humans	unknown		17139284|17016423|10592235
DB02464	target	P07478	5645	Humans	unknown		17139284|17016423|10592235
DB02465	target	O00519	2166	Humans	unknown		17139284|17016423|10592235
DB02466	target	P13631	5916	Humans	unknown		17139284|17016423|10592235
DB02467	target	Q79G13	887007	Mycobacterium tuberculosis	unknown		
DB02467	target	P0A884	12933064	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02467	target	P0A884	949035	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02467	target	P20339	5868	Humans	unknown		10592235
DB02467	target	P80561	6210128	Streptomyces griseus	unknown		
DB02468	target	P09601	3162	Humans	unknown		17139284|17016423
DB02470	target	Q9HVZ0	881196	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		17139284|17016423
DB02471	target	P11217	5837	Humans	unknown		17139284|17016423|10592235
DB02471	target	Q6UWM7	197021	Humans	unknown		17139284|17016423|10592235
DB02471	target	P09848	3938	Humans	unknown		10592235
DB02472	target	P00813	100	Humans	unknown		17139284|17016423|10592235
DB02473	target	P00749	5328	Humans	unknown		17139284|17016423|10592235
DB02474	target	P01556	2613962	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	unknown		17139284|17016423
DB02477	target	P30418	3635457	Yeast	unknown		17139284|17016423
DB02477	target	P30418	3635624	Yeast	unknown		17139284|17016423
DB02479	target	P00918	760	Humans	unknown		17139284|17016423|10592235
DB02480	target	Q46822	12930440	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02480	target	Q46822	949020	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02481	target	P00325	125	Humans	unknown		17139284|17016423
DB02482	target	P28482	5594	Humans	unknown		17139284|17016423|10592235
DB02482	target	P08100	6010	Humans	unknown		17139284|17016423|10592235
DB02482	target	P17612	5566	Humans	unknown		17139284|17016423|10592235
DB02482	target	Q04759	5588	Humans	unknown		17139284|17016423
DB02482	target	P22694	5567	Humans	unknown		17139284|17016423|10592235
DB02482	target	P50613	1022	Humans	unknown		17139284|17016423
DB02482	target	P97084	1252164	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		17139284|17016423
DB02482	target	P31949	6282	Humans	unknown		
DB02482	target	P53778	6300	Humans	unknown		
DB02482	target	O14965	6790	Humans	unknown		17139284|17016423
DB02483	target	P00338	3939	Humans	unknown		17139284|17016423|10592235
DB02483	target	Q10588	683	Humans	unknown		17139284|17016423
DB02484	target	P27623	936809	Bacillus subtilis (strain 168)	unknown		17139284|17016423
DB02485	target	Q8NFW8	55907	Humans	unknown		17139284|17016423|10592235
DB02486	target	P08263	2938	Humans	unknown		
DB02486	enzyme	P08263	2938	Humans	unknown	substrate	29218148|23261526|21222452
DB02486	target	P00720	1258585	Enterobacteria phage T4	unknown		17139284|17016423
DB02489	enzyme	P05177	1544	Humans	no	substrate	
DB02490	target	P06732	1158	Humans	unknown		17139284|17016423|10592235
DB02491	target	P21802	2263	Humans	unknown		17139284|17016423
DB02492	target	Q16706	4124	Humans	unknown		17139284|17016423|10592235
DB02493	target	P0A7D4	12933702	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02493	target	P0A7D4	948695	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02494	target	Q96L21	140801	Humans	unknown		10592235
DB02494	target	P40429	23521	Humans	unknown		10592235
DB02494	target	P62829	9349	Humans	unknown		10592235
DB02494	target	P61313	6138	Humans	unknown		10592235
DB02494	target	P84098	6143	Humans	unknown		10592235
DB02494	target	P62750	6147	Humans	unknown		10592235
DB02494	target	Q9UHA3	51187	Humans	unknown		10592235
DB02494	target	Q9UNX3	51121	Humans	unknown		10592235
DB02494	target	P62917	6132	Humans	unknown		10592235
DB02494	target	P61927	6167	Humans	unknown		10592235
DB02494	target	P39023	6122	Humans	unknown		10592235
DB02494	target	P62913	6135	Humans	unknown		10592235
DB02494	target	P55769	4809	Humans	unknown		10592235
DB02494	target	P15085	1357	Humans	unknown		10592235
DB02495	target	P03176	2703374		unknown		17139284|17016423|10592235
DB02496	target	P0A794	12931607	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02496	target	P0A794	947039	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02496	target	P45568	12930757	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02496	target	P45568	945019	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02497	target	P08758	308	Humans	unknown		17139284|17016423|10592235
DB02498	target	P09874	142	Humans	unknown		17139284|17016423|10592235
DB02499	target	P05089	383	Humans	unknown		17139284|17016423|10592235
DB02500	target	P03176	2703374		unknown		17139284|17016423
DB02501	target	P76216	12933240	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02501	target	P76216	946259	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02503	target	P00811	12932283	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02503	target	P00811	948669	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02504	target	P14555	5320	Humans	unknown		17139284|17016423|10592235
DB02506	target	P67775	5515	Humans	unknown		10592235
DB02506	target	P62136	5499	Humans	unknown		10592235
DB02506	target	P30153	5518	Humans	unknown		10592235
DB02506	target	Q13362	5527	Humans	unknown		10592235
DB02506	target	P63151	5520	Humans	unknown		10592235
DB02508	target	P14324	2224	Humans	unknown		10592235
DB02508	target	P22939	12930843	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02508	target	P22939	945064	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02509	target	Q96RI1	9971	Humans	unknown	agonist	15491415
DB02509	target	P27338	4129	Humans	unknown		10592235
DB02509	enzyme	P27338	4129	Humans	unknown	inhibitor	16458520|25808895
DB02510	target	P07814	2058	Humans	unknown		17139284|17016423|10592235
DB02512	target	P04075	226	Humans	unknown		17139284|17016423|10592235
DB02512	target	P05062	229	Humans	unknown		17139284|17016423|10592235
DB02515	target	P0A794	12931607	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02515	target	P0A794	947039	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02515	target	P16118	5207	Humans	unknown		17139284|17016423|10592235
DB02515	target	P05062	229	Humans	unknown		17139284|17016423|10592235
DB02516	target	P31572	12932590	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02516	target	P31572	948997	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02518	target	P15121	231	Humans	unknown		17139284|17016423|10592235
DB02519	target	P11217	5837	Humans	unknown		17139284|17016423|10592235
DB02520	enzyme	P08684	1576	Humans	unknown	inhibitor	11501186
DB02520	enzyme	P05181	1571	Humans	unknown	inhibitor	1664256|15997102
DB02520	enzyme	P20815	1577	Humans	unknown	inhibitor	
DB02521	target	Q9FCA6	1096630	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	unknown		10592235
DB02524	target	Q56310	898369	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		17139284|17016423
DB02526	target	P00749	5328	Humans	unknown		10592235
DB02526	target	P07477	5644	Humans	unknown		10592235
DB02527	transporter	Q4U2R8	9356	Humans	unknown	substrate	9228014
DB02527	transporter	Q8TCC7	9376	Humans	unknown	substrate	11306713
DB02527	transporter	O15439	10257	Humans	unknown	substrate|inhibitor	11447229|11856762|12036927|11802779
DB02527	transporter	O15440	10057	Humans	unknown	inhibitor	10893247
DB02527	transporter	Q96J66	85320	Humans	unknown	substrate|inhibitor	15537867|12764137
DB02527	transporter	Q9Y694	10864	Humans	unknown	substrate	11327718
DB02527	target	P10644	5573	Humans	unknown		17139284|17016423|10592235
DB02527	target	Q9UL51	610	Humans	unknown		17139284|17016423|10592235
DB02527	target	P31323	5577	Humans	unknown		17139284|17016423|10592235
DB02527	target	Q98GN8	1227053	Rhizobium loti (strain MAFF303099)	unknown		
DB02527	target	P0ACJ8	12933934	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02527	target	P0ACJ8	947867	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02528	target	P02144	4151	Humans	unknown		17139284|17016423|10592235
DB02530	target	P50440	2628	Humans	unknown		17139284|17016423
DB02530	transporter	Q7Z2H8	206358	Humans	unknown		10711343
DB02530	target	Q9UBS5	2550	Humans	unknown		15627515
DB02530	target	O75899	9568	Humans	unknown		15627515
DB02532	target	Q01782	5651987	Leishmania major	unknown		17139284|17016423
DB02534	target	P00720	1258585	Enterobacteria phage T4	unknown		17139284|17016423
DB02535	target	P00918	760	Humans	unknown		17139284|17016423
DB02538	target	P24941	1017	Humans	unknown		17139284|17016423|10592235
DB02540	target	P08179	12932446	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02540	target	P08179	946973	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02541	target	P35030	5646	Humans	unknown		17139284|17016423|10592235
DB02542	target	P0CG47	7314	Humans	unknown		17139284|17016423|10592235
DB02545	target	Q96RI1	9971	Humans	unknown		17139284|17016423
DB02546	target	Q92769	3066	Humans	yes	inhibitor	17694093
DB02546	target	Q13547	3065	Humans	yes	inhibitor	17694093|11752352
DB02546	target	Q9BY41	55869	Humans	unknown		
DB02546	target	O15379	8841	Humans	yes	inhibitor	17694093
DB02546	target	Q9UBN7	10013	Humans	yes	inhibitor	17694093
DB02546	target	O67135	1193769	Aquifex aeolicus (strain VF5)	unknown		
DB02547	target	O60547	2762	Humans	unknown		17139284|17016423|10592235
DB02548	target	P06744	2821	Humans	unknown		17139284|17016423|10592235
DB02549	target	P26394	1253615	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		17139284|17016423
DB02550	target	P07900	3320	Humans	unknown		10592235
DB02551	target	P00749	5328	Humans	unknown		17139284|17016423|10592235
DB02552	target	P14324	2224	Humans	unknown		10592235
DB02552	target	O95749	9453	Humans	unknown		10592235
DB02552	target	P62619	1024297	Shigella flexneri	unknown		17139284|17016423
DB02552	target	P62619	1079227	Shigella flexneri	unknown		17139284|17016423
DB02552	target	Q9PM68	905874	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	unknown		17139284|17016423|10592235
DB02552	target	P62617	12933285	Escherichia coli (strain K12)	unknown		10592235
DB02552	target	P62617	945057	Escherichia coli (strain K12)	unknown		10592235
DB02552	target	P9WFF5	887097	Mycobacterium tuberculosis	unknown		10592235
DB02552	target	P9WFF7	888964	Mycobacterium tuberculosis	unknown		10592235
DB02553	target	P00390	2936	Humans	unknown		17139284|17016423
DB02555	target	P60568	3558	Humans	unknown		17139284|17016423|10592235
DB02556	target	Q16773	883	Humans	unknown		17139284|17016423
DB02556	transporter	Q8TF71	117247	Humans	unknown	substrate|inhibitor	11278508|11827462
DB02556	transporter	Q01650	8140	Humans	unknown		11557028
DB02556	target	P06850	1392	Humans	unknown		10592235
DB02557	target	P08473	4311	Humans	unknown	inhibitor	11752352
DB02557	target	P23276	3792	Humans	unknown		15769748
DB02558	target	P08473	4311	Humans	unknown		17139284|17016423|10592235
DB02559	target	P00374	1719	Humans	unknown		17139284|17016423|10592235
DB02561	target	Q9HYN5	882528	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		
DB02562	target	P00439	5053	Humans	unknown		17139284|17016423
DB02563	target	P30084	1892	Humans	unknown		17139284|17016423|10592235
DB02565	target	Q9BY41	55869	Humans	unknown		17139284|17016423|10592235
DB02566	target	P29395	897484	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		10592235
DB02568	target	P00491	4860	Humans	unknown		17139284|17016423
DB02569	target	P15531	4830	Humans	unknown		17139284|17016423|10592235
DB02570	target	P04632	826	Humans	unknown		10592235
DB02571	target	Q88K39	1045622	Pseudomonas putida (strain KT2440)	unknown		17139284|17016423
DB02572	target	P01556	2613962	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	unknown		17139284|17016423
DB02573	target	P07998	6035	Humans	unknown		17139284|17016423|10592235
DB02574	target	P01556	2613962	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	unknown		17139284|17016423
DB02580	target	P35080	5217	Humans	unknown		10592235
DB02580	target	L0DSL2	14274302	Thioalkalivibrio nitratireducens	unknown		10592235
DB02580	target	Q74EF5	2685743	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	unknown		10592235
DB02580	target	Q8ZIV7	1173224	Yersinia pestis	unknown		10592235
DB02580	target	Q87MW5	1189628	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	unknown		10592235
DB02581	target	P60568	3558	Humans	unknown		17139284|17016423|10592235
DB02583	target	P00374	1719	Humans	unknown		17139284|17016423|10592235
DB02585	target	P35030	5646	Humans	unknown		17139284|17016423|10592235
DB02586	target	P00282	878046	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		17139284|17016423|10592235
DB02587	transporter	P08183	5243	Humans	unknown	inhibitor	11716514
DB02587	target	P13569	1080	Humans	unknown	inhibitor	15194485
DB02587	target	Q08462	108	Humans	unknown		10592235
DB02587	target	P63092	2778	Humans	unknown		10592235
DB02587	target	O95622	111	Humans	unknown		10592235
DB02588	target	P00811	12932283	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02588	target	P00811	948669	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02589	target	P29474	4846	Humans	unknown		17139284|17016423|10592235
DB02590	target	P12528	1262799	Enterobacteria phage P22	unknown		17139284|17016423
DB02591	target	Q05603	1253537	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		17139284|17016423
DB02594	target	P27707	1633	Humans	unknown		
DB02594	enzyme	P27707	1633	Humans	unknown	substrate	1406603|8356916
DB02594	target	O00142	7084	Humans	unknown		17139284|17016423|10592235
DB02594	target	P0AE22	12930343	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02594	target	P0AE22	948562	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02595	target	P0AGC3	12931805	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02595	target	P0AGC3	948908	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02595	target	P41052	12933085	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02595	target	P41052	947184	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02596	target	P08164	938339	Bacillus subtilis (strain 168)	unknown		17139284|17016423
DB02596	target	P9WIL5	885459	Mycobacterium tuberculosis	unknown		17139284|17016423
DB02596	target	P26281	12934036	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02596	target	P26281	948792	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02596	target	Q96T66	349565	Humans	unknown		17139284|17016423
DB02596	target	Q94M05	984328	Pseudomonas phage phi12	unknown		
DB02596	target	O07732	885151	Mycobacterium tuberculosis	unknown		
DB02597	target	P08473	4311	Humans	unknown		17139284|17016423|10592235
DB02598	target	P19021	5066	Humans	unknown		17139284|17016423|10592235
DB02602	target	P00918	760	Humans	unknown		17139284|17016423|10592235
DB02603	target	P24941	1017	Humans	unknown		17139284|17016423|10592235
DB02604	target	P11217	5837	Humans	unknown		17139284|17016423|10592235
DB02607	target	P15531	4830	Humans	unknown		17139284|17016423|10592235
DB02609	target	P19624	12932019	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02609	target	P19624	944919	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02610	target	P00918	760	Humans	unknown		17139284|17016423|10592235
DB02611	target	P17612	5566	Humans	unknown		10592235
DB02613	target	Q02127	1723	Humans	unknown		17139284|17016423|10592235
DB02613	target	P06971	12930751	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02613	target	P06971	944856	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02613	target	P54317	5408	Humans	unknown		10592235
DB02614	target	P62593	10076131	Escherichia coli	unknown		10592235
DB02614	target	P62593	10076142	Escherichia coli	unknown		10592235
DB02614	target	P62593	13876868	Escherichia coli	unknown		10592235
DB02614	target	P62593	13877052	Escherichia coli	unknown		10592235
DB02614	target	P62593	13903673	Escherichia coli	unknown		10592235
DB02614	target	P62593	13905334	Escherichia coli	unknown		10592235
DB02614	target	P62593	13905363	Escherichia coli	unknown		10592235
DB02614	target	P62593	13906404	Escherichia coli	unknown		10592235
DB02614	target	P62593	13906709	Escherichia coli	unknown		10592235
DB02614	target	P62593	13906924	Escherichia coli	unknown		10592235
DB02614	target	P62593	13909533	Escherichia coli	unknown		10592235
DB02614	target	P62593	13909568	Escherichia coli	unknown		10592235
DB02614	target	P62593	14612524	Escherichia coli	unknown		10592235
DB02614	target	P62593	17500215	Escherichia coli	unknown		10592235
DB02614	target	P62593	17824300	Escherichia coli	unknown		10592235
DB02614	target	P62593	17824435	Escherichia coli	unknown		10592235
DB02614	target	P62593	18157686	Escherichia coli	unknown		10592235
DB02614	target	P62593	20466965	Escherichia coli	unknown		10592235
DB02614	target	P62593	20466993	Escherichia coli	unknown		10592235
DB02614	target	P62593	20467118	Escherichia coli	unknown		10592235
DB02614	target	P62593	20468340	Escherichia coli	unknown		10592235
DB02614	target	P62593	20471961	Escherichia coli	unknown		10592235
DB02614	target	P62593	20491414	Escherichia coli	unknown		10592235
DB02614	target	P62593	20491639	Escherichia coli	unknown		10592235
DB02614	target	P62593	20492529	Escherichia coli	unknown		10592235
DB02614	target	P62593	20492626	Escherichia coli	unknown		10592235
DB02614	target	P62593	20493584	Escherichia coli	unknown		10592235
DB02614	target	P62593	2716540	Escherichia coli	unknown		10592235
DB02614	target	P62593	3244915	Escherichia coli	unknown		10592235
DB02614	target	P62593	3722457	Escherichia coli	unknown		10592235
DB02614	target	P62593	4924718	Escherichia coli	unknown		10592235
DB02614	target	P62593	5961992	Escherichia coli	unknown		10592235
DB02614	target	P62593	6276043	Escherichia coli	unknown		10592235
DB02614	target	P62593	8319064	Escherichia coli	unknown		10592235
DB02614	target	P62593	8319163	Escherichia coli	unknown		10592235
DB02614	target	P62593	9537966	Escherichia coli	unknown		10592235
DB02614	target	P62593	9538101	Escherichia coli	unknown		10592235
DB02614	target	P62593	9846067	Escherichia coli	unknown		10592235
DB02614	target	P62594	1251335	Salmonella typhi	unknown		17139284|17016423
DB02615	target	P03372	2099	Humans	unknown		17139284|17016423
DB02615	target	P18031	5770	Humans	unknown		17139284|17016423
DB02616	target	P00813	100	Humans	unknown		10592235
DB02620	target	P18031	5770	Humans	unknown		17139284|17016423
DB02621	target	P06396	2934	Humans	unknown		10592235
DB02621	target	P68133	58	Humans	unknown	inhibitor	3556584|10592235
DB02622	target	P18031	5770	Humans	unknown		17139284|17016423|10592235
DB02623	target	P60953	998	Humans	unknown		17139284|17016423|10592235
DB02624	target	P19634	6548	Humans	unknown		17139284|17016423
DB02625	target	Q8I372	813356	Plasmodium falciparum (isolate 3D7)	unknown		
DB02626	target	P06971	12930751	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02626	target	P06971	944856	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02627	target	P00811	12932283	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02627	target	P00811	948669	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02628	target	P98170	331	Humans	unknown		17139284|17016423|10592235
DB02630	target	P39304	12933006	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02630	target	P39304	948714	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02632	target	P00722	12934192	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02632	target	P00722	945006	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02632	target	P07464	12934190	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02632	target	P07464	945674	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02633	target	P09211	2950	Humans	unknown		17139284|17016423
DB02633	target	P15559	1728	Humans	unknown		17139284|17016423|10592235
DB02635	target	O15382	587	Humans	unknown		17139284|17016423
DB02636	target	Q9NZK7	30814	Humans	unknown		10592235
DB02637	target	O75390	1431	Humans	unknown		17139284|17016423|10592235
DB02637	target	P35270	6697	Humans	unknown		17139284|17016423|10592235
DB02637	target	Q9RUZ0	1798759	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	unknown		
DB02638	target	P30518	554	Humans	yes	agonist	17020465|16333859|16563128|17287200
DB02638	target	P37288	552	Humans	unknown	stimulator	17275806|16532916|16511036|16011575|17303660|11752352
DB02638	target	P47901	553	Humans	unknown		17027167|16720725|17284170|16114100|15993108
DB02640	target	P50579	10988	Humans	unknown	ligand	11752352
DB02642	target	P62593	10076131	Escherichia coli	unknown		10592235
DB02642	target	P62593	10076142	Escherichia coli	unknown		10592235
DB02642	target	P62593	13876868	Escherichia coli	unknown		10592235
DB02642	target	P62593	13877052	Escherichia coli	unknown		10592235
DB02642	target	P62593	13903673	Escherichia coli	unknown		10592235
DB02642	target	P62593	13905334	Escherichia coli	unknown		10592235
DB02642	target	P62593	13905363	Escherichia coli	unknown		10592235
DB02642	target	P62593	13906404	Escherichia coli	unknown		10592235
DB02642	target	P62593	13906709	Escherichia coli	unknown		10592235
DB02642	target	P62593	13906924	Escherichia coli	unknown		10592235
DB02642	target	P62593	13909533	Escherichia coli	unknown		10592235
DB02642	target	P62593	13909568	Escherichia coli	unknown		10592235
DB02642	target	P62593	14612524	Escherichia coli	unknown		10592235
DB02642	target	P62593	17500215	Escherichia coli	unknown		10592235
DB02642	target	P62593	17824300	Escherichia coli	unknown		10592235
DB02642	target	P62593	17824435	Escherichia coli	unknown		10592235
DB02642	target	P62593	18157686	Escherichia coli	unknown		10592235
DB02642	target	P62593	20466965	Escherichia coli	unknown		10592235
DB02642	target	P62593	20466993	Escherichia coli	unknown		10592235
DB02642	target	P62593	20467118	Escherichia coli	unknown		10592235
DB02642	target	P62593	20468340	Escherichia coli	unknown		10592235
DB02642	target	P62593	20471961	Escherichia coli	unknown		10592235
DB02642	target	P62593	20491414	Escherichia coli	unknown		10592235
DB02642	target	P62593	20491639	Escherichia coli	unknown		10592235
DB02642	target	P62593	20492529	Escherichia coli	unknown		10592235
DB02642	target	P62593	20492626	Escherichia coli	unknown		10592235
DB02642	target	P62593	20493584	Escherichia coli	unknown		10592235
DB02642	target	P62593	2716540	Escherichia coli	unknown		10592235
DB02642	target	P62593	3244915	Escherichia coli	unknown		10592235
DB02642	target	P62593	3722457	Escherichia coli	unknown		10592235
DB02642	target	P62593	4924718	Escherichia coli	unknown		10592235
DB02642	target	P62593	5961992	Escherichia coli	unknown		10592235
DB02642	target	P62593	6276043	Escherichia coli	unknown		10592235
DB02642	target	P62593	8319064	Escherichia coli	unknown		10592235
DB02642	target	P62593	8319163	Escherichia coli	unknown		10592235
DB02642	target	P62593	9537966	Escherichia coli	unknown		10592235
DB02642	target	P62593	9538101	Escherichia coli	unknown		10592235
DB02642	target	P62593	9846067	Escherichia coli	unknown		10592235
DB02642	target	P62594	1251335	Salmonella typhi	unknown		17139284|17016423
DB02642	target	P00807	13874750	Staphylococcus aureus	unknown		10592235
DB02642	target	P00807	13874903	Staphylococcus aureus	unknown		10592235
DB02642	target	P00807	13875430	Staphylococcus aureus	unknown		10592235
DB02642	target	P00807	13875951	Staphylococcus aureus	unknown		10592235
DB02642	target	P00807	17363239	Staphylococcus aureus	unknown		10592235
DB02642	target	P00807	2598287	Staphylococcus aureus	unknown		10592235
DB02642	target	P00807	8655740	Staphylococcus aureus	unknown		10592235
DB02643	target	P27338	4129	Humans	unknown		10592235
DB02643	target	P05019	3479	Humans	unknown		10592235
DB02643	target	P03276	2652996	HAdV-2	unknown		17139284|17016423|10592235
DB02644	target	P35228	4843	Humans	unknown		17139284|17016423|10592235
DB02644	target	P29475	4842	Humans	unknown		17139284|17016423|10592235
DB02646	target	P02144	4151	Humans	unknown		17139284|17016423|10592235
DB02647	target	P24941	1017	Humans	unknown		17139284|17016423|10592235
DB02648	target	P43155	1384	Humans	unknown		17139284|17016423|10592235
DB02648	target	Q9UKG9	54677	Humans	unknown		17139284|17016423|10592235
DB02651	target	P18031	5770	Humans	unknown		17139284|17016423
DB02652	target	P15085	1357	Humans	unknown		10592235
DB02656	target	P11309	5292	Humans	unknown		17139284|17016423|10592235
DB02656	target	P48736	5294	Humans	unknown		10592235
DB02657	target	P17169	12933142	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02657	target	P17169	948241	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02657	target	O34450	936621	Bacillus subtilis (strain 168)	unknown		17139284|17016423
DB02659	transporter	P08183	5243	Humans	unknown	inducer	11438506
DB02659	transporter	Q92887	1244	Humans	unknown	inducer	11438506
DB02659	transporter	O95342	8647	Humans	unknown	substrate|inhibitor|inducer	12235261|10607905|15297262
DB02659	transporter	Q12908	6555	Humans	unknown	substrate|inhibitor|inducer	11438506|9458785|10101301|12092825|11093941
DB02659	transporter	Q14973	6554	Humans	unknown	substrate|inhibitor	1961729|9486191|12842829|15297262|8738419
DB02659	transporter	Q9Y6L6	10599	Humans	unknown	substrate|inhibitor|inducer	12235261|10644574|11134001
DB02659	transporter	Q9NPD5	28234	Humans	unknown	substrate	11134001
DB02659	transporter	P33527	4363	Humans	unknown	inducer	12235261
DB02659	target	Q96RI1	9971	Humans	unknown		13130122
DB02659	transporter	Q8TCC7	9376	Humans	unknown	substrate|inhibitor	11306713|10224140|19953504
DB02659	transporter	O15438	8714	Humans	unknown	inhibitor	10644759
DB02659	transporter	O15439	10257	Humans	unknown	inhibitor	12883481|14643890
DB02659	target	P00326	126	Humans	unknown		10592235
DB02659	transporter	P46721	6579	Humans	unknown	substrate|inhibitor|inducer	11438506|7557095|8045503|8779893|12842829|8278353|9918568|10198348
DB02659	transporter	Q9Y694	10864	Humans	unknown	inhibitor	9650585
DB02659	target	P62508	2104	Humans	unknown		10592235
DB02659	target	P23141	1066	Humans	unknown		10592235
DB02659	target	P04054	5319	Humans	unknown		10592235
DB02659	target	P54965	988968	Clostridium perfringens (strain 13 / Type A)	unknown		10592235
DB02659	carrier	P07148	2168	Humans	unknown		10592235
DB02659	target	P22830	2235	Humans	unknown		17139284|17016423|10592235
DB02659	target	P51161	2172	Humans	unknown		10592235
DB02659	target	P13073	1327	Humans	unknown		10592235
DB02659	target	P00395	4512	Humans	unknown		10592235
DB02659	target	P00403	4513	Humans	unknown		10592235
DB02659	target	P00414	4514	Humans	unknown		10592235
DB02659	target	P20674	9377	Humans	unknown		10592235
DB02659	target	P10606	1329	Humans	unknown		10592235
DB02659	target	P09669	1345	Humans	unknown		10592235
DB02659	target	P24311	1349	Humans	unknown		10592235
DB02659	target	P15954	1350	Humans	unknown		10592235
DB02659	target	P10176	1351	Humans	unknown		10592235
DB02659	target	Q02221	1339	Humans	unknown		10592235
DB02659	target	P14854	1340	Humans	unknown		10592235
DB02659	target	P24310	1346	Humans	unknown		10592235
DB02659	target	Q7KZA3	2235	Humans	unknown		10592235
