drugbank_id	mesh_id	source	target	edges
DB04838	D014652	Compound::DB04838	Disease::MESH:D014652	DRUGBANK::treats::Compound:Disease
DB04838	D007383	Compound::DB04838	Disease::MESH:D007383	DRUGBANK::treats::Compound:Disease
DB04838	D001161	Compound::DB04838	Disease::MESH:D001161	DRUGBANK::treats::Compound:Disease
DB04838	D011928	Compound::DB04838	Disease::MESH:D011928	DRUGBANK::treats::Compound:Disease
DB04838	D020922	Compound::DB04838	Disease::MESH:D020922	DRUGBANK::treats::Compound:Disease
DB04839	D011471	Compound::DB04839	Disease::MESH:D011471	DRUGBANK::treats::Compound:Disease
DB04840	D006973	Compound::DB04840	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB04840	D006977	Compound::DB04840	Disease::MESH:D006977	DRUGBANK::treats::Compound:Disease
DB04841	D008881	Compound::DB04841	Disease::MESH:D008881	DRUGBANK::treats::Compound:Disease
DB04841	D013919	Compound::DB04841	Disease::MESH:D013919	DRUGBANK::treats::Compound:Disease
DB04841	D014717	Compound::DB04841	Disease::MESH:D014717	DRUGBANK::treats::Compound:Disease
DB04841	D004827	Compound::DB04841	Disease::MESH:D004827	DRUGBANK::treats::Compound:Disease
DB04842	D012559	Compound::DB04842	Disease::MESH:D012559	DRUGBANK::treats::Compound:Disease
DB04843	D010437	Compound::DB04843	Disease::MESH:D010437	DRUGBANK::treats::Compound:Disease
DB04844	D001289	Compound::DB04844	Disease::MESH:D001289	DRUGBANK::treats::Compound:Disease
DB04844	D002819	Compound::DB04844	Disease::MESH:D002819	DRUGBANK::treats::Compound:Disease
DB04844	D006816	Compound::DB04844	Disease::MESH:D006816	DRUGBANK::treats::Compound:Disease
DB04844	D020820	Compound::DB04844	Disease::MESH:D020820	DRUGBANK::treats::Compound:Disease
DB04844	D005879	Compound::DB04844	Disease::MESH:D005879	DRUGBANK::treats::Compound:Disease
DB04844	D013981	Compound::DB04844	Disease::MESH:D013981	DRUGBANK::treats::Compound:Disease
DB04844	D009069	Compound::DB04844	Disease::MESH:D009069	DRUGBANK::treats::Compound:Disease
DB04844	D000071057	Compound::DB04844	Disease::MESH:D000071057	DRUGBANK::treats::Compound:Disease
DB04845	D001943	Compound::DB04845	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB04845	D006258	Compound::DB04845	Disease::MESH:D006258	DRUGBANK::treats::Compound:Disease
DB04845	D008545	Compound::DB04845	Disease::MESH:D008545	DRUGBANK::treats::Compound:Disease
DB04845	D008175	Compound::DB04845	Disease::MESH:D008175	DRUGBANK::treats::Compound:Disease
DB04845	D008223	Compound::DB04845	Disease::MESH:D008223	DRUGBANK::treats::Compound:Disease
DB04845	D008228	Compound::DB04845	Disease::MESH:D008228	DRUGBANK::treats::Compound:Disease
DB04845	D011471	Compound::DB04845	Disease::MESH:D011471	DRUGBANK::treats::Compound:Disease
DB04845	D002292	Compound::DB04845	Disease::MESH:D002292	DRUGBANK::treats::Compound:Disease
DB04845	D002277	Compound::DB04845	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04846	D006973	Compound::DB04846	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB04846	D000787	Compound::DB04846	Disease::MESH:D000787	DRUGBANK::treats::Compound:Disease
DB04847	D000740	Compound::DB04847	Disease::MESH:D000740	DRUGBANK::treats::Compound:Disease
DB04848	D014549	Compound::DB04848	Disease::MESH:D014549	DRUGBANK::treats::Compound:Disease
DB04849	D008113	Compound::DB04849	Disease::MESH:D008113	DRUGBANK::treats::Compound:Disease
DB04849	D002289	Compound::DB04849	Disease::MESH:D002289	DRUGBANK::treats::Compound:Disease
DB04849	D015179	Compound::DB04849	Disease::MESH:D015179	DRUGBANK::treats::Compound:Disease
DB04850	D016908	Compound::DB04850	Disease::MESH:D016908	DRUGBANK::treats::Compound:Disease
DB04851	D002277	Compound::DB04851	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04852	D050197	Compound::DB04852	Disease::MESH:D050197	DRUGBANK::treats::Compound:Disease
DB04853	D003324	Compound::DB04853	Disease::MESH:D003324	DRUGBANK::treats::Compound:Disease
DB04854	D033461	Compound::DB04854	Disease::MESH:D033461	DRUGBANK::treats::Compound:Disease
DB04854	C563162	Compound::DB04854	Disease::MESH:C563162	DRUGBANK::treats::Compound:Disease
DB04854	D006073	Compound::DB04854	Disease::MESH:D006073	DRUGBANK::treats::Compound:Disease
DB04855	D001281	Compound::DB04855	Disease::MESH:D001281	DRUGBANK::treats::Compound:Disease
DB04855	D014717	Compound::DB04855	Disease::MESH:D014717	DRUGBANK::treats::Compound:Disease
DB04856	D043183	Compound::DB04856	Disease::MESH:D043183	DRUGBANK::treats::Compound:Disease
DB04856	D005764	Compound::DB04856	Disease::MESH:D005764	DRUGBANK::treats::Compound:Disease
DB04857	D010300	Compound::DB04857	Disease::MESH:D010300	DRUGBANK::treats::Compound:Disease
DB04858	D006258	Compound::DB04858	Disease::MESH:D006258	DRUGBANK::treats::Compound:Disease
DB04859	D003704	Compound::DB04859	Disease::MESH:D003704	DRUGBANK::treats::Compound:Disease
DB04859	D000544	Compound::DB04859	Disease::MESH:D000544	DRUGBANK::treats::Compound:Disease
DB04860	D006526	Compound::DB04860	Disease::MESH:D006526	DRUGBANK::treats::Compound:Disease
DB04861	D006973	Compound::DB04861	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB04862	D006526	Compound::DB04862	Disease::MESH:D006526	DRUGBANK::treats::Compound:Disease
DB04863	D000789	Compound::DB04863	Disease::MESH:D000789	DRUGBANK::treats::Compound:Disease
DB04864	D000544	Compound::DB04864	Disease::MESH:D000544	DRUGBANK::treats::Compound:Disease
DB04866	D002277	Compound::DB04866	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04867	D010190	Compound::DB04867	Disease::MESH:D010190	DRUGBANK::treats::Compound:Disease
DB04867	D001068	Compound::DB04867	Disease::MESH:D001068	DRUGBANK::treats::Compound:Disease
DB04868	D007938	Compound::DB04868	Disease::MESH:D007938	DRUGBANK::treats::Compound:Disease
DB04868	D015464	Compound::DB04868	Disease::MESH:D015464	DRUGBANK::treats::Compound:Disease
DB04869	D008881	Compound::DB04869	Disease::MESH:D008881	DRUGBANK::treats::Compound:Disease
DB04870	D009765	Compound::DB04870	Disease::MESH:D009765	DRUGBANK::treats::Compound:Disease
DB04871	D009765	Compound::DB04871	Disease::MESH:D009765	DRUGBANK::treats::Compound:Disease
DB04872	D012559	Compound::DB04872	Disease::MESH:D012559	DRUGBANK::treats::Compound:Disease
DB04872	D059265	Compound::DB04872	Disease::MESH:D059265	DRUGBANK::treats::Compound:Disease
DB04873	D001281	Compound::DB04873	Disease::MESH:D001281	DRUGBANK::treats::Compound:Disease
DB04873	D043183	Compound::DB04873	Disease::MESH:D043183	DRUGBANK::treats::Compound:Disease
DB04875	D001172	Compound::DB04875	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB04876	D006943	Compound::DB04876	Disease::MESH:D006943	DRUGBANK::treats::Compound:Disease
DB04876	D003924	Compound::DB04876	Disease::MESH:D003924	DRUGBANK::treats::Compound:Disease
DB04877	D008288	Compound::DB04877	Disease::MESH:D008288	DRUGBANK::treats::Compound:Disease
DB04877	D002277	Compound::DB04877	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04879	D009362	Compound::DB04879	Disease::MESH:D009362	DRUGBANK::treats::Compound:Disease
DB04879	D002289	Compound::DB04879	Disease::MESH:D002289	DRUGBANK::treats::Compound:Disease
DB04880	D006333	Compound::DB04880	Disease::MESH:D006333	DRUGBANK::treats::Compound:Disease
DB04882	D015179	Compound::DB04882	Disease::MESH:D015179	DRUGBANK::treats::Compound:Disease
DB04882	D004938	Compound::DB04882	Disease::MESH:D004938	DRUGBANK::treats::Compound:Disease
DB04883	D006333	Compound::DB04883	Disease::MESH:D006333	DRUGBANK::treats::Compound:Disease
DB04883	D006973	Compound::DB04883	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB04885	D043183	Compound::DB04885	Disease::MESH:D043183	DRUGBANK::treats::Compound:Disease
DB04886	D015658	Compound::DB04886	Disease::MESH:D015658	DRUGBANK::treats::Compound:Disease
DB04886	D000163	Compound::DB04886	Disease::MESH:D000163	DRUGBANK::treats::Compound:Disease
DB04887	D015658	Compound::DB04887	Disease::MESH:D015658	DRUGBANK::treats::Compound:Disease
DB04888	D012559	Compound::DB04888	Disease::MESH:D012559	DRUGBANK::treats::Compound:Disease
DB04888	D011618	Compound::DB04888	Disease::MESH:D011618	DRUGBANK::treats::Compound:Disease
DB04888	D010300	Compound::DB04888	Disease::MESH:D010300	DRUGBANK::treats::Compound:Disease
DB04889	D010146	Compound::DB04889	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB04890	D001248	Compound::DB04890	Disease::MESH:D001248	DRUGBANK::treats::Compound:Disease
DB04890	D003233	Compound::DB04890	Disease::MESH:D003233	DRUGBANK::treats::Compound:Disease
DB04891	D011565	Compound::DB04891	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB04892	D000544	Compound::DB04892	Disease::MESH:D000544	DRUGBANK::treats::Compound:Disease
DB04892	D019150	Compound::DB04892	Disease::MESH:D019150	DRUGBANK::treats::Compound:Disease
DB04894	D004932	Compound::DB04894	Disease::MESH:D004932	DRUGBANK::treats::Compound:Disease
DB04894	D004403	Compound::DB04894	Disease::MESH:D004403	DRUGBANK::treats::Compound:Disease
DB04896	D005356	Compound::DB04896	Disease::MESH:D005356	DRUGBANK::treats::Compound:Disease
DB04896	D003865	Compound::DB04896	Disease::MESH:D003865	DRUGBANK::treats::Compound:Disease
DB04896	D001523	Compound::DB04896	Disease::MESH:D001523	DRUGBANK::treats::Compound:Disease
DB04897	D012127	Compound::DB04897	Disease::MESH:D012127	DRUGBANK::treats::Compound:Disease
DB04898	D020246	Compound::DB04898	Disease::MESH:D020246	DRUGBANK::treats::Compound:Disease
DB04899	D001049	Compound::DB04899	Disease::MESH:D001049	DRUGBANK::treats::Compound:Disease
DB04899	D004417	Compound::DB04899	Disease::MESH:D004417	DRUGBANK::treats::Compound:Disease
DB04900	D006509	Compound::DB04900	Disease::MESH:D006509	DRUGBANK::treats::Compound:Disease
DB04901	D008223	Compound::DB04901	Disease::MESH:D008223	DRUGBANK::treats::Compound:Disease
DB04901	D008228	Compound::DB04901	Disease::MESH:D008228	DRUGBANK::treats::Compound:Disease
DB04901	D011565	Compound::DB04901	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB04901	D009101	Compound::DB04901	Disease::MESH:D009101	DRUGBANK::treats::Compound:Disease
DB04901	D011471	Compound::DB04901	Disease::MESH:D011471	DRUGBANK::treats::Compound:Disease
DB04901	D001172	Compound::DB04901	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB04903	D016584	Compound::DB04903	Disease::MESH:D016584	DRUGBANK::treats::Compound:Disease
DB04904	D018290	Compound::DB04904	Disease::MESH:D018290	DRUGBANK::treats::Compound:Disease
DB04905	D002277	Compound::DB04905	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04907	D001932	Compound::DB04907	Disease::MESH:D001932	DRUGBANK::treats::Compound:Disease
DB04908	D020018	Compound::DB04908	Disease::MESH:D020018	DRUGBANK::treats::Compound:Disease
DB04911	D017192	Compound::DB04911	Disease::MESH:D017192	DRUGBANK::treats::Compound:Disease
DB04912	D008107	Compound::DB04912	Disease::MESH:D008107	DRUGBANK::treats::Compound:Disease
DB04914	D002277	Compound::DB04914	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04915	D002277	Compound::DB04915	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04917	D043183	Compound::DB04917	Disease::MESH:D043183	DRUGBANK::treats::Compound:Disease
DB04918	D001424	Compound::DB04918	Disease::MESH:D001424	DRUGBANK::treats::Compound:Disease
DB04921	D009103	Compound::DB04921	Disease::MESH:D009103	DRUGBANK::treats::Compound:Disease
DB04923	D006470	Compound::DB04923	Disease::MESH:D006470	DRUGBANK::treats::Compound:Disease
DB04924	D005767	Compound::DB04924	Disease::MESH:D005767	DRUGBANK::treats::Compound:Disease
DB04925	D002545	Compound::DB04925	Disease::MESH:D002545	DRUGBANK::treats::Compound:Disease
DB04925	D020521	Compound::DB04925	Disease::MESH:D020521	DRUGBANK::treats::Compound:Disease
DB04926	D000544	Compound::DB04926	Disease::MESH:D000544	DRUGBANK::treats::Compound:Disease
DB04926	D034381	Compound::DB04926	Disease::MESH:D034381	DRUGBANK::treats::Compound:Disease
DB04926	D010146	Compound::DB04926	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB04928	D008599	Compound::DB04928	Disease::MESH:D008599	DRUGBANK::treats::Compound:Disease
DB04929	D006331	Compound::DB04929	Disease::MESH:D006331	DRUGBANK::treats::Compound:Disease
DB04929	D009203	Compound::DB04929	Disease::MESH:D009203	DRUGBANK::treats::Compound:Disease
DB04930	D012532	Compound::DB04930	Disease::MESH:D012532	DRUGBANK::treats::Compound:Disease
DB04931	D046351	Compound::DB04931	Disease::MESH:D046351	DRUGBANK::treats::Compound:Disease
DB04932	D006504	Compound::DB04932	Disease::MESH:D006504	DRUGBANK::treats::Compound:Disease
DB04932	C538458	Compound::DB04932	Disease::MESH:C538458	DRUGBANK::treats::Compound:Disease
DB04933	D018805	Compound::DB04933	Disease::MESH:D018805	DRUGBANK::treats::Compound:Disease
DB04934	D050197	Compound::DB04934	Disease::MESH:D050197	DRUGBANK::treats::Compound:Disease
DB04934	D001424	Compound::DB04934	Disease::MESH:D001424	DRUGBANK::treats::Compound:Disease
DB04934	D016491	Compound::DB04934	Disease::MESH:D016491	DRUGBANK::treats::Compound:Disease
DB04936	D003924	Compound::DB04936	Disease::MESH:D003924	DRUGBANK::treats::Compound:Disease
DB04938	D004414	Compound::DB04938	Disease::MESH:D004414	DRUGBANK::treats::Compound:Disease
DB04941	D015658	Compound::DB04941	Disease::MESH:D015658	DRUGBANK::treats::Compound:Disease
DB04941	D000163	Compound::DB04941	Disease::MESH:D000163	DRUGBANK::treats::Compound:Disease
DB04942	D007938	Compound::DB04942	Disease::MESH:D007938	DRUGBANK::treats::Compound:Disease
DB04943	D005128	Compound::DB04943	Disease::MESH:D005128	DRUGBANK::treats::Compound:Disease
DB04944	D015427	Compound::DB04944	Disease::MESH:D015427	DRUGBANK::treats::Compound:Disease
DB04944	D002318	Compound::DB04944	Disease::MESH:D002318	DRUGBANK::treats::Compound:Disease
DB04944	D003324	Compound::DB04944	Disease::MESH:D003324	DRUGBANK::treats::Compound:Disease
DB04945	D006470	Compound::DB04945	Disease::MESH:D006470	DRUGBANK::treats::Compound:Disease
DB04946	D012559	Compound::DB04946	Disease::MESH:D012559	DRUGBANK::treats::Compound:Disease
DB04947	D001289	Compound::DB04947	Disease::MESH:D001289	DRUGBANK::treats::Compound:Disease
DB04947	D010300	Compound::DB04947	Disease::MESH:D010300	DRUGBANK::treats::Compound:Disease
DB04948	D009293	Compound::DB04948	Disease::MESH:D009293	DRUGBANK::treats::Compound:Disease
DB04948	D015746	Compound::DB04948	Disease::MESH:D015746	DRUGBANK::treats::Compound:Disease
DB04948	D009325	Compound::DB04948	Disease::MESH:D009325	DRUGBANK::treats::Compound:Disease
DB04948	C565627	Compound::DB04948	Disease::MESH:C565627	DRUGBANK::treats::Compound:Disease
DB04948	D003967	Compound::DB04948	Disease::MESH:D003967	DRUGBANK::treats::Compound:Disease
DB04948	D015878	Compound::DB04948	Disease::MESH:D015878	DRUGBANK::treats::Compound:Disease
DB04948	D007766	Compound::DB04948	Disease::MESH:D007766	DRUGBANK::treats::Compound:Disease
DB04950	D002277	Compound::DB04950	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04951	D011658	Compound::DB04951	Disease::MESH:D011658	DRUGBANK::treats::Compound:Disease
DB04951	D054990	Compound::DB04951	Disease::MESH:D054990	DRUGBANK::treats::Compound:Disease
DB04952	D001424	Compound::DB04952	Disease::MESH:D001424	DRUGBANK::treats::Compound:Disease
DB04954	D001145	Compound::DB04954	Disease::MESH:D001145	DRUGBANK::treats::Compound:Disease
DB04954	D001281	Compound::DB04954	Disease::MESH:D001281	DRUGBANK::treats::Compound:Disease
DB04955	D001249	Compound::DB04955	Disease::MESH:D001249	DRUGBANK::treats::Compound:Disease
DB04955	D055370	Compound::DB04955	Disease::MESH:D055370	DRUGBANK::treats::Compound:Disease
DB04956	D018805	Compound::DB04956	Disease::MESH:D018805	DRUGBANK::treats::Compound:Disease
DB04957	D001145	Compound::DB04957	Disease::MESH:D001145	DRUGBANK::treats::Compound:Disease
DB04957	D001281	Compound::DB04957	Disease::MESH:D001281	DRUGBANK::treats::Compound:Disease
DB04958	D007938	Compound::DB04958	Disease::MESH:D007938	DRUGBANK::treats::Compound:Disease
DB04958	D008223	Compound::DB04958	Disease::MESH:D008223	DRUGBANK::treats::Compound:Disease
DB04958	D008228	Compound::DB04958	Disease::MESH:D008228	DRUGBANK::treats::Compound:Disease
DB04958	D008180	Compound::DB04958	Disease::MESH:D008180	DRUGBANK::treats::Compound:Disease
DB04959	C538254	Compound::DB04959	Disease::MESH:C538254	DRUGBANK::treats::Compound:Disease
DB04959	D018290	Compound::DB04959	Disease::MESH:D018290	DRUGBANK::treats::Compound:Disease
DB04959	D002277	Compound::DB04959	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04959	D015658	Compound::DB04959	Disease::MESH:D015658	DRUGBANK::treats::Compound:Disease
DB04959	D014777	Compound::DB04959	Disease::MESH:D014777	DRUGBANK::treats::Compound:Disease
DB04960	D015179	Compound::DB04960	Disease::MESH:D015179	DRUGBANK::treats::Compound:Disease
DB04960	D007938	Compound::DB04960	Disease::MESH:D007938	DRUGBANK::treats::Compound:Disease
DB04960	D010190	Compound::DB04960	Disease::MESH:D010190	DRUGBANK::treats::Compound:Disease
DB04961	D007938	Compound::DB04961	Disease::MESH:D007938	DRUGBANK::treats::Compound:Disease
DB04962	D008223	Compound::DB04962	Disease::MESH:D008223	DRUGBANK::treats::Compound:Disease
DB04962	D008228	Compound::DB04962	Disease::MESH:D008228	DRUGBANK::treats::Compound:Disease
DB04963	D003922	Compound::DB04963	Disease::MESH:D003922	DRUGBANK::treats::Compound:Disease
DB04964	D010051	Compound::DB04964	Disease::MESH:D010051	DRUGBANK::treats::Compound:Disease
DB04967	D001932	Compound::DB04967	Disease::MESH:D001932	DRUGBANK::treats::Compound:Disease
DB04968	D010698	Compound::DB04968	Disease::MESH:D010698	DRUGBANK::treats::Compound:Disease
DB04969	D002277	Compound::DB04969	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04970	D001008	Compound::DB04970	Disease::MESH:D001008	DRUGBANK::treats::Compound:Disease
DB04971	D003924	Compound::DB04971	Disease::MESH:D003924	DRUGBANK::treats::Compound:Disease
DB04972	D002277	Compound::DB04972	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04973	D002277	Compound::DB04973	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04974	D006086	Compound::DB04974	Disease::MESH:D006086	DRUGBANK::treats::Compound:Disease
DB04975	D002277	Compound::DB04975	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04976	D010146	Compound::DB04976	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB04976	D002277	Compound::DB04976	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04977	D002277	Compound::DB04977	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04978	D004938	Compound::DB04978	Disease::MESH:D004938	DRUGBANK::treats::Compound:Disease
DB04980	D011470	Compound::DB04980	Disease::MESH:D011470	DRUGBANK::treats::Compound:Disease
DB04981	D002277	Compound::DB04981	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04982	D004827	Compound::DB04982	Disease::MESH:D004827	DRUGBANK::treats::Compound:Disease
DB04983	D003550	Compound::DB04983	Disease::MESH:D003550	DRUGBANK::treats::Compound:Disease
DB04986	D002277	Compound::DB04986	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04987	D003550	Compound::DB04987	Disease::MESH:D003550	DRUGBANK::treats::Compound:Disease
DB04987	D001424	Compound::DB04987	Disease::MESH:D001424	DRUGBANK::treats::Compound:Disease
DB04988	D002277	Compound::DB04988	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04989	D014435	Compound::DB04989	Disease::MESH:D014435	DRUGBANK::treats::Compound:Disease
DB04991	D011507	Compound::DB04991	Disease::MESH:D011507	DRUGBANK::treats::Compound:Disease
DB04992	D002277	Compound::DB04992	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04995	D010146	Compound::DB04995	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB04996	D008175	Compound::DB04996	Disease::MESH:D008175	DRUGBANK::treats::Compound:Disease
DB04996	D011471	Compound::DB04996	Disease::MESH:D011471	DRUGBANK::treats::Compound:Disease
DB04997	D001249	Compound::DB04997	Disease::MESH:D001249	DRUGBANK::treats::Compound:Disease
DB04997	D009103	Compound::DB04997	Disease::MESH:D009103	DRUGBANK::treats::Compound:Disease
DB04998	D002277	Compound::DB04998	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB04998	D007680	Compound::DB04998	Disease::MESH:D007680	DRUGBANK::treats::Compound:Disease
DB04998	D007938	Compound::DB04998	Disease::MESH:D007938	DRUGBANK::treats::Compound:Disease
DB04998	D010190	Compound::DB04998	Disease::MESH:D010190	DRUGBANK::treats::Compound:Disease
DB04999	D008113	Compound::DB04999	Disease::MESH:D008113	DRUGBANK::treats::Compound:Disease
DB05000	D010146	Compound::DB05000	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB05001	D003924	Compound::DB05001	Disease::MESH:D003924	DRUGBANK::treats::Compound:Disease
DB05003	D008545	Compound::DB05003	Disease::MESH:D008545	DRUGBANK::treats::Compound:Disease
DB05003	D009101	Compound::DB05003	Disease::MESH:D009101	DRUGBANK::treats::Compound:Disease
DB05003	D010051	Compound::DB05003	Disease::MESH:D010051	DRUGBANK::treats::Compound:Disease
DB05003	D010190	Compound::DB05003	Disease::MESH:D010190	DRUGBANK::treats::Compound:Disease
DB05004	D009765	Compound::DB05004	Disease::MESH:D009765	DRUGBANK::treats::Compound:Disease
DB05006	D001943	Compound::DB05006	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB05006	D011471	Compound::DB05006	Disease::MESH:D011471	DRUGBANK::treats::Compound:Disease
DB05009	D002318	Compound::DB05009	Disease::MESH:D002318	DRUGBANK::treats::Compound:Disease
DB05009	D007249	Compound::DB05009	Disease::MESH:D007249	DRUGBANK::treats::Compound:Disease
DB05010	D000544	Compound::DB05010	Disease::MESH:D000544	DRUGBANK::treats::Compound:Disease
DB05010	D001289	Compound::DB05010	Disease::MESH:D001289	DRUGBANK::treats::Compound:Disease
DB05010	D000647	Compound::DB05010	Disease::MESH:D000647	DRUGBANK::treats::Compound:Disease
DB05010	D012559	Compound::DB05010	Disease::MESH:D012559	DRUGBANK::treats::Compound:Disease
DB05010	D011618	Compound::DB05010	Disease::MESH:D011618	DRUGBANK::treats::Compound:Disease
DB05011	D002318	Compound::DB05011	Disease::MESH:D002318	DRUGBANK::treats::Compound:Disease
DB05011	D007674	Compound::DB05011	Disease::MESH:D007674	DRUGBANK::treats::Compound:Disease
DB05012	D059350	Compound::DB05012	Disease::MESH:D059350	DRUGBANK::treats::Compound:Disease
DB05013	D055623	Compound::DB05013	Disease::MESH:D055623	DRUGBANK::treats::Compound:Disease
DB05014	D002277	Compound::DB05014	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB05014	D008175	Compound::DB05014	Disease::MESH:D008175	DRUGBANK::treats::Compound:Disease
DB05015	D016411	Compound::DB05015	Disease::MESH:D016411	DRUGBANK::treats::Compound:Disease
DB05015	D013921	Compound::DB05015	Disease::MESH:D013921	DRUGBANK::treats::Compound:Disease
DB05016	D020388	Compound::DB05016	Disease::MESH:D020388	DRUGBANK::treats::Compound:Disease
DB05016	D030342	Compound::DB05016	Disease::MESH:D030342	DRUGBANK::treats::Compound:Disease
DB05017	D003424	Compound::DB05017	Disease::MESH:D003424	DRUGBANK::treats::Compound:Disease
DB05017	D011565	Compound::DB05017	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB05017	D001172	Compound::DB05017	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB05018	D000795	Compound::DB05018	Disease::MESH:D000795	DRUGBANK::treats::Compound:Disease
DB05019	D014777	Compound::DB05019	Disease::MESH:D014777	DRUGBANK::treats::Compound:Disease
DB05020	D008107	Compound::DB05020	Disease::MESH:D008107	DRUGBANK::treats::Compound:Disease
DB05020	D006505	Compound::DB05020	Disease::MESH:D006505	DRUGBANK::treats::Compound:Disease
DB05021	D008107	Compound::DB05021	Disease::MESH:D008107	DRUGBANK::treats::Compound:Disease
DB05021	D006505	Compound::DB05021	Disease::MESH:D006505	DRUGBANK::treats::Compound:Disease
DB05022	D001943	Compound::DB05022	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB05022	D010051	Compound::DB05022	Disease::MESH:D010051	DRUGBANK::treats::Compound:Disease
DB05022	D011471	Compound::DB05022	Disease::MESH:D011471	DRUGBANK::treats::Compound:Disease
DB05023	D011565	Compound::DB05023	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB05024	D007674	Compound::DB05024	Disease::MESH:D007674	DRUGBANK::treats::Compound:Disease
DB05024	D011565	Compound::DB05024	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB05025	D000690	Compound::DB05025	Disease::MESH:D000690	DRUGBANK::treats::Compound:Disease
DB05025	D003924	Compound::DB05025	Disease::MESH:D003924	DRUGBANK::treats::Compound:Disease
DB05027	D016491	Compound::DB05027	Disease::MESH:D016491	DRUGBANK::treats::Compound:Disease
DB05029	D003550	Compound::DB05029	Disease::MESH:D003550	DRUGBANK::treats::Compound:Disease
DB05029	D005128	Compound::DB05029	Disease::MESH:D005128	DRUGBANK::treats::Compound:Disease
DB05032	D006967	Compound::DB05032	Disease::MESH:D006967	DRUGBANK::treats::Compound:Disease
DB05032	D002386	Compound::DB05032	Disease::MESH:D002386	DRUGBANK::treats::Compound:Disease
DB05033	D001943	Compound::DB05033	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB05034	D006333	Compound::DB05034	Disease::MESH:D006333	DRUGBANK::treats::Compound:Disease
DB05035	D006949	Compound::DB05035	Disease::MESH:D006949	DRUGBANK::treats::Compound:Disease
DB05035	D009765	Compound::DB05035	Disease::MESH:D009765	DRUGBANK::treats::Compound:Disease
DB05036	D007938	Compound::DB05036	Disease::MESH:D007938	DRUGBANK::treats::Compound:Disease
DB05038	D001930	Compound::DB05038	Disease::MESH:D001930	DRUGBANK::treats::Compound:Disease
DB05039	D029424	Compound::DB05039	Disease::MESH:D029424	DRUGBANK::treats::Compound:Disease
DB05039	D004646	Compound::DB05039	Disease::MESH:D004646	DRUGBANK::treats::Compound:Disease
DB05040	D014777	Compound::DB05040	Disease::MESH:D014777	DRUGBANK::treats::Compound:Disease
DB05042	D012559	Compound::DB05042	Disease::MESH:D012559	DRUGBANK::treats::Compound:Disease
DB05042	D011618	Compound::DB05042	Disease::MESH:D011618	DRUGBANK::treats::Compound:Disease
DB05043	D001249	Compound::DB05043	Disease::MESH:D001249	DRUGBANK::treats::Compound:Disease
DB05043	D029424	Compound::DB05043	Disease::MESH:D029424	DRUGBANK::treats::Compound:Disease
DB05044	D003924	Compound::DB05044	Disease::MESH:D003924	DRUGBANK::treats::Compound:Disease
